event_id,asset_id,event_type,severity,event_timestamp,source_ip,status,detection_source
314,45,Data Exfiltration,Medium,2023-10-16 09:09:19,70.84.1.7,False Positive,WAF
315,158,Malware Detected,Low,2025-03-05 21:13:57,152.116.146.86,Escalated,Firewall
316,130,DDoS,Medium,2024-08-16 03:18:49,237.73.72.84,Escalated,Firewall
317,87,Phishing,Low,2023-01-29 08:45:13,136.210.19.147,Resolved,Manual
318,10,Port Scan,Low,2023-05-29 12:20:17,223.8.168.244,Open,SIEM
319,101,Lateral Movement,Low,2023-12-16 23:45:19,124.57.12.52,Escalated,IDS
320,108,Brute Force,Low,2023-11-24 21:11:02,54.229.61.63,Resolved,IDS
321,176,Brute Force,High,2024-02-27 03:21:03,113.200.128.134,Investigating,IDS
322,62,Intrusion Attempt,Medium,2023-01-09 19:25:29,117.174.4.82,Resolved,Firewall
323,8,Policy Violation,Low,2023-06-19 09:52:39,145.175.84.65,Escalated,Firewall
324,85,Failed Login,Medium,2025-02-09 19:30:13,1.30.29.148,Escalated,IDS
325,95,Failed Login,High,2023-10-05 04:38:55,132.246.197.131,Investigating,IDS
326,76,Phishing,High,2023-07-16 22:15:39,188.204.184.166,Open,EDR
327,43,Failed Login,Critical,2023-01-28 07:42:55,120.123.235.127,False Positive,WAF
328,73,Lateral Movement,Medium,2024-08-11 18:23:33,24.27.24.10,Investigating,Manual
329,6,DDoS,Medium,2023-06-23 03:35:29,36.179.209.133,Resolved,Manual
330,5,Port Scan,High,2023-10-16 15:43:28,26.102.179.151,Investigating,IDS
331,139,Anomalous Traffic,Medium,2024-04-16 03:37:36,101.142.211.109,Investigating,IDS
332,25,Data Exfiltration,High,2024-04-29 08:16:30,4.138.242.159,Resolved,Manual
333,14,Data Exfiltration,High,2024-08-25 00:52:19,82.4.230.99,Open,Manual
334,131,Privilege Escalation,Medium,2024-07-09 07:38:17,185.239.55.126,Investigating,SIEM
335,59,Phishing,Medium,2024-02-15 22:17:44,56.37.237.136,Resolved,Firewall
336,164,Privilege Escalation,Medium,2023-03-18 06:50:02,29.162.39.250,Resolved,IDS
337,37,Policy Violation,Medium,2023-08-17 07:43:08,191.253.190.199,Resolved,EDR
338,140,Anomalous Traffic,Medium,2023-11-16 12:23:26,93.244.205.248,Escalated,WAF
339,26,Policy Violation,High,2023-10-15 09:14:02,180.32.182.242,Escalated,IDS
340,163,Data Exfiltration,Medium,2024-11-18 21:00:28,79.39.113.151,Investigating,IDS
341,139,Privilege Escalation,Low,2025-02-09 03:13:19,206.194.77.193,False Positive,WAF
342,189,Privilege Escalation,Medium,2024-08-24 12:09:32,9.180.153.250,False Positive,EDR
343,111,Policy Violation,Medium,2023-12-21 07:22:33,80.124.46.157,False Positive,EDR
344,181,Lateral Movement,High,2024-09-04 09:34:03,97.144.141.43,Open,IDS
345,183,Brute Force,Medium,2025-03-30 06:01:44,95.187.147.111,Open,Manual
346,126,Intrusion Attempt,Low,2023-02-20 17:15:54,184.183.22.199,Escalated,EDR
347,9,Data Exfiltration,Medium,2023-07-03 15:07:05,1.21.26.103,Investigating,SIEM
348,154,Brute Force,Medium,2025-03-18 22:53:58,195.154.157.248,False Positive,IDS
349,199,Intrusion Attempt,Low,2023-04-04 20:46:20,63.248.8.104,Investigating,SIEM
350,193,Lateral Movement,Medium,2024-07-27 22:53:05,6.249.97.148,Investigating,Firewall
351,142,Brute Force,High,2023-02-22 04:27:17,60.167.239.252,Investigating,EDR
352,180,Privilege Escalation,Low,2025-01-07 04:15:03,157.74.72.194,Escalated,IDS
353,100,Brute Force,Critical,2024-10-29 12:06:52,199.106.49.57,Open,IDS
354,128,Phishing,Medium,2023-12-25 19:20:50,171.122.213.213,Open,Manual
355,190,Malware Detected,Low,2025-01-18 18:38:24,95.234.232.152,Investigating,SIEM
356,179,Malware Detected,Low,2025-03-09 18:46:09,24.218.158.190,False Positive,SIEM
357,110,Anomalous Traffic,High,2024-02-25 11:45:59,107.180.251.219,Investigating,WAF
358,113,Intrusion Attempt,Low,2023-09-16 16:37:01,102.120.123.139,Investigating,SIEM
359,38,DDoS,Medium,2024-10-13 10:03:44,97.29.191.107,False Positive,WAF
360,33,Lateral Movement,Low,2023-01-21 10:59:13,210.171.109.22,Resolved,IDS
361,114,Data Exfiltration,High,2023-09-13 12:49:25,113.214.175.193,Investigating,Firewall
362,161,DDoS,Low,2023-08-09 20:33:14,102.186.45.10,Escalated,Firewall
363,165,DDoS,Medium,2025-03-24 05:17:20,176.24.126.143,False Positive,EDR
364,7,DDoS,Critical,2023-08-01 20:28:05,216.245.159.146,Escalated,EDR
365,120,Brute Force,High,2024-02-06 01:20:25,215.97.110.61,Resolved,IDS
366,189,Phishing,Critical,2024-07-04 21:10:09,218.63.178.23,Open,EDR
367,150,Failed Login,Medium,2023-05-23 12:57:39,183.83.83.110,Escalated,Firewall
368,32,Anomalous Traffic,Low,2025-03-04 19:39:33,108.150.232.240,Open,WAF
369,35,Port Scan,Medium,2023-10-03 23:43:00,133.136.230.254,Investigating,EDR
370,94,Malware Detected,Medium,2024-08-02 06:28:19,106.89.85.196,Investigating,WAF
371,84,Failed Login,Medium,2023-04-12 22:41:52,97.230.237.35,False Positive,IDS
372,184,Brute Force,Medium,2023-05-13 10:34:33,69.157.208.5,Investigating,WAF
373,36,Malware Detected,Critical,2023-09-18 12:40:48,227.111.35.67,Open,EDR
374,132,Privilege Escalation,Low,2023-01-27 22:44:06,11.118.144.71,Open,SIEM
375,48,Data Exfiltration,Medium,2024-03-12 12:39:13,45.2.219.174,Open,Manual
376,99,Lateral Movement,Low,2024-01-04 17:04:34,177.113.66.206,Resolved,WAF
377,50,Lateral Movement,Low,2024-05-31 05:09:55,54.204.28.88,False Positive,Manual
378,127,Policy Violation,High,2024-10-28 14:46:10,60.83.23.26,Resolved,Manual
379,81,Policy Violation,Medium,2024-12-30 07:27:59,242.210.18.82,Escalated,IDS
380,114,Port Scan,High,2024-06-04 10:44:01,76.121.81.9,Resolved,WAF
381,72,Brute Force,Low,2024-09-26 11:57:09,226.240.17.181,Open,Manual
382,128,Privilege Escalation,Medium,2023-07-12 15:24:13,22.206.67.43,Open,IDS
383,182,Malware Detected,High,2023-04-29 16:43:24,84.34.234.51,Investigating,EDR
384,57,Privilege Escalation,Low,2023-05-15 21:29:38,169.75.168.11,Open,IDS
385,135,Policy Violation,Low,2023-06-08 03:28:42,124.56.224.19,Open,IDS
386,48,Intrusion Attempt,Medium,2024-05-14 22:20:41,205.186.191.236,False Positive,SIEM
387,128,Policy Violation,Low,2024-08-01 13:05:44,217.35.214.38,Investigating,Manual
388,48,Data Exfiltration,Critical,2024-09-18 07:22:08,190.40.16.68,Investigating,SIEM
389,29,Lateral Movement,Low,2023-11-17 04:48:32,192.139.101.30,Investigating,WAF
390,121,Intrusion Attempt,Critical,2023-11-13 08:06:29,105.78.220.207,Escalated,SIEM
391,2,Port Scan,Medium,2023-06-03 05:37:44,64.78.219.115,Open,WAF
392,107,Lateral Movement,High,2023-05-24 00:34:57,164.10.6.156,Open,Firewall
393,73,Port Scan,Medium,2024-02-13 08:16:52,136.4.130.24,Resolved,SIEM
394,191,Lateral Movement,Low,2024-04-25 17:11:44,30.204.214.191,Investigating,EDR
395,200,Privilege Escalation,Medium,2024-12-30 11:43:45,63.103.250.127,Investigating,EDR
396,68,Failed Login,Medium,2023-11-12 12:19:41,31.73.30.33,Open,SIEM
397,20,Lateral Movement,Medium,2024-07-04 21:45:00,60.61.204.67,Investigating,EDR
398,184,Policy Violation,Critical,2024-11-27 08:24:11,78.108.85.137,Resolved,WAF
399,98,Malware Detected,Medium,2023-09-19 11:21:25,28.250.255.146,Resolved,EDR
400,162,DDoS,Medium,2024-09-17 11:45:39,145.217.34.250,Escalated,EDR
401,118,Intrusion Attempt,Low,2023-09-23 06:44:10,167.191.235.145,Investigating,Firewall
402,138,Phishing,Low,2024-07-24 06:23:42,46.230.135.200,Escalated,Firewall
403,77,Anomalous Traffic,Low,2024-04-06 16:14:54,204.63.189.187,Investigating,IDS
404,79,Privilege Escalation,Low,2023-06-13 02:58:55,96.23.141.114,Escalated,IDS
405,12,Phishing,Low,2024-02-16 21:14:06,47.0.223.58,Resolved,WAF
406,50,Privilege Escalation,Medium,2024-11-01 10:29:41,125.18.214.188,Escalated,Firewall
407,40,DDoS,Low,2025-01-23 23:03:29,98.248.223.46,Resolved,Manual
408,7,Anomalous Traffic,Low,2024-06-02 08:08:10,236.182.30.34,Escalated,SIEM
409,35,Policy Violation,Low,2025-01-16 18:19:39,61.89.132.154,Resolved,Firewall
410,35,Intrusion Attempt,Medium,2024-11-09 14:28:05,229.195.59.161,Resolved,IDS
411,47,Policy Violation,Low,2025-02-26 18:50:53,97.171.167.181,Escalated,IDS
412,29,Brute Force,Low,2023-07-24 11:54:12,2.70.252.223,Resolved,IDS
413,101,Phishing,Medium,2025-02-27 01:30:07,114.167.67.180,Investigating,Manual
414,117,Port Scan,High,2023-08-04 15:07:28,145.137.181.240,Open,WAF
415,72,Intrusion Attempt,Low,2023-11-17 03:34:52,153.228.64.13,Investigating,EDR
416,18,Failed Login,High,2023-09-03 06:39:50,12.110.81.9,Investigating,Manual
417,25,Lateral Movement,High,2024-12-15 05:38:43,252.62.211.174,Investigating,WAF
418,99,Phishing,Critical,2023-04-07 00:18:01,93.42.133.101,False Positive,Firewall
419,112,DDoS,Low,2025-02-01 11:57:49,162.148.213.241,Escalated,SIEM
420,171,Port Scan,Medium,2023-05-20 15:04:10,42.60.12.91,Open,IDS
421,117,Anomalous Traffic,High,2024-07-03 08:41:14,183.44.108.123,False Positive,SIEM
422,127,Anomalous Traffic,Low,2024-01-02 03:09:19,51.200.96.165,Open,EDR
423,124,Lateral Movement,High,2023-06-22 21:18:03,53.122.188.72,Resolved,WAF
424,31,Policy Violation,High,2024-04-05 11:25:57,36.161.56.47,Open,Manual
425,166,Failed Login,Medium,2023-11-01 07:09:01,166.156.35.206,Investigating,SIEM
426,125,Data Exfiltration,Medium,2024-01-09 00:17:00,60.166.192.2,Investigating,Firewall
427,33,Port Scan,Medium,2023-04-28 12:05:13,27.56.72.162,Escalated,SIEM
428,81,Port Scan,Critical,2023-07-31 09:07:02,182.59.116.214,Resolved,Manual
429,88,Privilege Escalation,High,2024-07-12 07:59:05,78.3.140.123,Escalated,Manual
430,144,Malware Detected,Medium,2023-10-29 01:20:58,78.33.89.53,Open,WAF
431,187,Data Exfiltration,Medium,2023-08-20 11:56:40,80.225.129.38,Open,Manual
432,189,Anomalous Traffic,High,2024-02-10 15:08:07,7.145.225.236,Open,Manual
433,36,Anomalous Traffic,Medium,2024-10-24 11:33:22,16.35.43.180,False Positive,SIEM
434,187,Policy Violation,High,2023-07-20 06:41:27,213.19.67.153,False Positive,Firewall
435,176,Lateral Movement,Medium,2024-05-21 05:08:29,120.198.59.237,Open,Firewall
436,79,Intrusion Attempt,Medium,2023-04-23 16:25:29,165.147.103.212,Investigating,EDR
437,182,Anomalous Traffic,Medium,2023-01-09 14:42:24,26.95.225.136,Open,Firewall
438,185,Brute Force,Low,2023-07-14 20:07:22,22.163.78.36,Escalated,WAF
439,154,Anomalous Traffic,Medium,2023-05-21 11:28:08,64.37.253.190,Escalated,Firewall
440,143,Malware Detected,Medium,2024-01-25 18:36:57,166.122.212.229,Open,Firewall
441,182,Port Scan,Medium,2023-03-02 22:05:57,245.49.48.112,Open,Firewall
442,21,Port Scan,Low,2023-05-17 08:01:55,142.228.212.177,False Positive,SIEM
443,89,Data Exfiltration,High,2025-02-11 15:32:02,161.246.100.50,Investigating,Manual
444,159,Policy Violation,Critical,2024-03-31 06:01:01,248.225.85.28,Investigating,SIEM
445,140,Intrusion Attempt,Medium,2025-01-30 14:59:01,4.119.88.126,Open,EDR
446,10,Lateral Movement,High,2023-05-28 16:03:12,121.59.235.181,Escalated,SIEM
447,39,Anomalous Traffic,Medium,2023-04-04 04:28:50,234.179.229.150,Open,SIEM
448,87,DDoS,Medium,2023-11-19 19:46:56,186.218.199.243,Investigating,WAF
449,153,Policy Violation,High,2024-04-23 18:31:03,198.195.0.120,False Positive,Firewall
450,53,Failed Login,Medium,2023-06-08 17:07:35,1.3.234.203,Open,Firewall
451,200,Privilege Escalation,Medium,2024-08-02 01:45:00,55.144.68.175,False Positive,EDR
452,47,Failed Login,Medium,2024-06-05 08:42:44,172.119.222.60,Investigating,SIEM
453,74,Privilege Escalation,High,2023-06-27 15:55:56,135.8.72.154,Resolved,Manual
454,70,Brute Force,High,2023-02-06 14:32:45,64.44.212.22,False Positive,SIEM
455,33,Privilege Escalation,Medium,2023-11-07 10:20:40,48.132.235.18,False Positive,EDR
456,199,Failed Login,Low,2024-06-25 22:50:07,227.235.110.175,Open,Firewall
457,48,Phishing,Critical,2025-01-25 19:47:15,102.223.50.246,False Positive,SIEM
458,66,Malware Detected,High,2023-09-01 18:08:10,215.18.238.115,Escalated,WAF
459,188,Lateral Movement,Medium,2024-10-13 20:49:13,31.52.55.129,Escalated,IDS
460,182,Intrusion Attempt,Medium,2024-04-02 02:28:44,6.53.127.253,Escalated,SIEM
461,169,Data Exfiltration,Low,2023-05-24 18:31:08,249.4.178.2,Open,IDS
462,64,Anomalous Traffic,High,2024-03-19 13:58:12,254.233.181.231,Resolved,WAF
463,147,Brute Force,Medium,2024-06-21 00:18:20,101.69.191.21,False Positive,IDS
464,112,Policy Violation,High,2023-05-21 16:53:48,155.66.60.63,Resolved,IDS
465,101,Phishing,Critical,2023-12-18 23:34:10,76.50.4.98,Open,WAF
466,48,Malware Detected,Medium,2025-03-12 01:45:33,118.251.167.62,False Positive,SIEM
467,77,Failed Login,Low,2024-02-08 06:15:23,98.148.135.175,False Positive,EDR
468,15,DDoS,Medium,2023-10-19 06:22:08,4.247.153.254,Resolved,Firewall
469,194,Port Scan,Medium,2023-05-28 13:03:31,204.105.72.114,Open,WAF
470,51,Phishing,Critical,2024-09-08 05:04:05,235.120.50.44,Escalated,WAF
471,32,Lateral Movement,Low,2024-10-17 05:35:46,150.168.145.247,Investigating,IDS
472,85,Malware Detected,Medium,2023-06-21 02:05:52,161.107.37.218,Resolved,WAF
473,196,Phishing,Low,2023-06-12 03:45:18,195.69.230.177,Resolved,EDR
474,92,Intrusion Attempt,High,2023-07-02 20:51:11,247.105.108.168,Open,EDR
475,155,DDoS,Critical,2024-06-21 01:38:11,116.150.234.1,Investigating,EDR
476,49,Malware Detected,High,2024-10-30 09:49:22,220.73.235.57,False Positive,Manual
477,123,Privilege Escalation,Medium,2023-03-10 10:51:56,82.247.32.3,Resolved,IDS
478,31,Policy Violation,High,2023-12-22 19:21:12,206.76.125.25,Escalated,Firewall
479,20,DDoS,Medium,2024-12-05 13:07:50,66.9.248.239,False Positive,Manual
480,166,Privilege Escalation,Medium,2023-11-27 20:21:01,62.188.231.65,Open,IDS
481,47,Data Exfiltration,Medium,2023-05-19 17:15:02,40.233.242.219,Open,EDR
482,85,Lateral Movement,Medium,2025-01-17 10:40:32,73.201.225.21,Investigating,EDR
483,131,Port Scan,High,2023-06-28 10:57:23,142.8.26.23,Investigating,Manual
484,178,Anomalous Traffic,Medium,2024-01-17 05:13:48,101.80.127.251,Investigating,SIEM
485,14,Brute Force,Medium,2023-08-22 18:41:01,169.160.124.70,Resolved,Manual
486,91,Failed Login,Medium,2023-09-17 06:07:26,60.13.173.8,Escalated,IDS
487,171,Lateral Movement,Low,2024-01-10 13:20:33,211.191.114.212,False Positive,WAF
488,77,Policy Violation,High,2024-12-01 06:24:50,135.162.113.103,Escalated,SIEM
489,39,Port Scan,Critical,2024-07-13 07:11:43,10.63.147.187,Resolved,Manual
490,25,Privilege Escalation,High,2025-02-04 01:25:43,210.175.59.193,Escalated,WAF
491,49,Lateral Movement,High,2024-09-18 12:01:02,24.117.12.204,Investigating,SIEM
492,47,Brute Force,Medium,2023-10-06 13:12:14,214.89.179.203,False Positive,EDR
493,38,Data Exfiltration,Low,2024-08-15 22:22:02,4.0.173.23,Investigating,Firewall
494,21,Intrusion Attempt,Medium,2024-12-09 09:41:04,103.203.106.248,Escalated,IDS
495,48,Policy Violation,Medium,2023-12-25 08:01:32,10.179.178.118,Escalated,SIEM
496,155,Port Scan,Critical,2024-04-07 23:41:08,95.166.149.33,False Positive,Firewall
497,110,DDoS,Low,2025-01-23 22:54:11,102.83.218.179,Escalated,Manual
498,98,Malware Detected,Medium,2023-10-06 02:50:09,130.206.62.78,Resolved,WAF
499,183,Intrusion Attempt,Critical,2023-09-14 10:13:53,55.74.208.209,False Positive,Manual
500,78,Phishing,Medium,2023-04-11 11:26:23,187.141.182.150,False Positive,SIEM
501,78,Anomalous Traffic,Medium,2024-09-24 21:10:34,166.119.111.176,Escalated,IDS
502,53,DDoS,Critical,2023-05-04 00:07:44,227.209.164.69,Escalated,EDR
503,90,Phishing,High,2024-02-19 04:04:42,11.102.55.202,False Positive,EDR
504,164,Port Scan,Low,2023-02-28 15:17:28,206.120.121.85,Investigating,Manual
505,100,Brute Force,High,2023-10-17 20:00:37,14.139.209.62,Open,SIEM
506,52,Anomalous Traffic,Medium,2024-06-10 00:24:09,37.229.40.127,Open,Manual
507,38,Malware Detected,Medium,2024-06-03 23:04:38,5.115.202.29,Open,WAF
508,165,Failed Login,Medium,2024-01-14 11:52:46,246.150.24.200,Resolved,IDS
509,59,Port Scan,Medium,2023-06-19 17:21:43,61.203.248.84,False Positive,WAF
510,100,Lateral Movement,High,2024-10-20 01:22:56,201.191.136.223,False Positive,Firewall
511,21,Failed Login,Critical,2025-02-22 06:38:39,51.4.84.157,Escalated,EDR
512,53,Policy Violation,Low,2023-11-05 11:54:38,82.121.86.178,Escalated,Firewall
513,192,Lateral Movement,Low,2024-07-16 00:35:13,11.118.249.146,Escalated,WAF
514,15,Lateral Movement,Medium,2024-04-07 15:37:48,85.172.32.160,False Positive,Firewall
515,30,Privilege Escalation,Medium,2024-01-12 16:03:25,86.27.194.37,Resolved,WAF
516,28,Lateral Movement,Medium,2025-01-10 09:47:19,173.85.29.207,False Positive,WAF
517,156,Data Exfiltration,High,2024-03-20 17:04:12,66.45.1.90,Resolved,Firewall
518,194,Intrusion Attempt,Medium,2023-08-27 18:32:53,186.24.84.59,Investigating,SIEM
519,176,Malware Detected,Critical,2024-06-06 07:20:59,220.207.86.209,Resolved,Manual
520,139,Malware Detected,Low,2023-09-26 12:53:14,92.252.120.61,Investigating,SIEM
521,5,Anomalous Traffic,Medium,2024-06-26 21:15:08,161.58.246.15,Escalated,EDR
522,113,Anomalous Traffic,Low,2024-03-27 00:56:44,119.142.210.36,Escalated,Firewall
523,153,Privilege Escalation,Medium,2023-09-22 12:02:12,212.9.192.200,Investigating,SIEM
524,141,Policy Violation,High,2024-07-06 06:18:16,192.101.202.41,Open,WAF
525,197,Privilege Escalation,High,2024-12-30 14:31:22,170.218.93.91,Investigating,SIEM
526,26,Intrusion Attempt,Low,2024-06-21 23:45:37,112.220.47.154,False Positive,Firewall
527,84,Policy Violation,High,2023-08-21 03:05:56,16.21.14.123,Investigating,Manual
528,174,Anomalous Traffic,Medium,2023-01-14 23:13:44,160.213.35.192,Escalated,SIEM
529,14,Anomalous Traffic,Medium,2024-03-10 21:40:35,76.217.51.6,Investigating,WAF
530,186,Brute Force,Medium,2023-08-13 20:47:43,67.21.252.248,Resolved,WAF
531,57,Port Scan,Medium,2024-08-09 14:46:10,245.239.69.121,Escalated,IDS
532,71,Policy Violation,Critical,2023-10-21 09:20:00,38.125.249.84,Investigating,WAF
533,136,Failed Login,Low,2023-08-10 21:58:32,211.106.74.208,False Positive,EDR
534,157,Port Scan,Medium,2023-09-17 11:51:04,10.119.240.44,Investigating,IDS
535,7,Lateral Movement,High,2024-11-25 17:09:44,78.246.12.214,Open,Manual
536,38,Malware Detected,Medium,2024-03-22 02:11:27,144.26.158.169,Investigating,EDR
537,190,Lateral Movement,Critical,2023-08-29 10:20:29,71.152.253.129,Investigating,Firewall
538,43,Port Scan,Medium,2024-06-02 11:06:19,189.22.17.47,Resolved,SIEM
539,63,Malware Detected,Medium,2023-10-22 17:26:48,175.96.54.112,Open,IDS
540,175,Policy Violation,Medium,2023-08-11 07:15:40,227.28.156.199,Open,Manual
541,104,Anomalous Traffic,Critical,2023-02-05 23:00:57,144.144.75.117,Escalated,WAF
542,83,Phishing,Medium,2025-02-21 00:33:45,137.75.161.211,False Positive,EDR
543,166,Failed Login,High,2025-02-23 12:12:29,112.162.197.193,Escalated,WAF
544,63,Phishing,High,2024-01-22 23:40:00,232.102.114.7,False Positive,SIEM
545,182,Phishing,Medium,2023-09-29 19:20:58,182.65.90.129,False Positive,EDR
546,128,Malware Detected,Medium,2023-07-21 08:34:21,158.17.3.124,False Positive,IDS
547,180,Lateral Movement,Medium,2024-11-12 05:58:49,49.90.85.1,Open,IDS
548,58,Privilege Escalation,Low,2024-08-20 21:12:00,185.229.173.149,Resolved,IDS
549,58,Port Scan,High,2023-10-30 17:30:39,196.30.46.221,Investigating,IDS
550,182,DDoS,Low,2025-01-20 07:41:49,58.143.180.153,Resolved,WAF
551,36,Anomalous Traffic,High,2023-06-19 13:45:02,144.61.106.68,Resolved,IDS
552,15,Lateral Movement,Low,2024-08-26 14:52:51,211.78.216.174,Resolved,Firewall
553,125,Port Scan,Medium,2023-09-08 22:25:53,13.176.52.37,Escalated,SIEM
554,154,Lateral Movement,Medium,2023-11-02 18:42:41,33.137.29.149,Resolved,WAF
555,7,Brute Force,Medium,2023-01-12 18:42:36,32.102.234.10,Escalated,SIEM
556,78,Lateral Movement,Low,2023-04-23 01:19:19,238.21.79.94,False Positive,WAF
557,136,Anomalous Traffic,Low,2024-02-15 20:50:19,213.81.99.223,Escalated,IDS
558,139,Failed Login,High,2024-05-19 16:41:44,125.75.246.110,Escalated,WAF
559,11,Privilege Escalation,Low,2024-11-18 11:28:17,51.128.90.42,Escalated,WAF
560,81,Anomalous Traffic,High,2023-01-24 07:08:21,213.136.130.36,Open,EDR
561,165,Malware Detected,Low,2023-08-28 23:17:21,54.1.195.17,Investigating,SIEM
562,45,Failed Login,Medium,2023-05-14 19:28:08,85.139.19.167,False Positive,Manual
563,170,Intrusion Attempt,Low,2024-03-29 17:20:57,194.30.62.218,Open,IDS
564,187,Data Exfiltration,Medium,2023-10-12 01:58:17,141.212.57.39,Resolved,SIEM
565,167,Lateral Movement,Low,2023-02-21 10:24:27,97.219.39.70,Escalated,Manual
566,54,Phishing,Low,2025-01-23 23:59:14,78.39.207.174,Open,WAF
567,65,Malware Detected,Medium,2025-01-13 14:33:08,143.182.188.249,False Positive,Firewall
568,198,Malware Detected,Medium,2024-03-31 17:42:49,82.62.220.244,False Positive,SIEM
569,23,Intrusion Attempt,High,2023-10-12 07:47:50,214.63.163.87,False Positive,SIEM
570,78,DDoS,High,2025-01-29 02:54:52,216.154.194.197,False Positive,EDR
571,140,Malware Detected,Medium,2023-12-05 10:11:21,30.41.144.127,Escalated,WAF
572,191,Port Scan,Low,2024-03-12 20:03:26,90.41.166.216,Investigating,WAF
573,92,Malware Detected,Medium,2024-06-21 17:52:31,38.201.121.53,Escalated,Manual
574,75,Data Exfiltration,Low,2023-09-04 02:12:41,216.224.211.19,False Positive,IDS
575,82,Intrusion Attempt,Critical,2024-02-20 11:29:24,26.184.51.86,Investigating,SIEM
576,94,Intrusion Attempt,Medium,2025-02-23 16:36:31,157.236.20.69,False Positive,Manual
577,57,Policy Violation,Low,2023-09-04 04:18:05,148.168.1.224,Investigating,EDR
578,49,Privilege Escalation,Medium,2023-05-09 09:58:32,128.1.252.93,Open,EDR
579,18,Phishing,High,2023-11-21 07:16:32,101.116.160.194,Resolved,IDS
580,12,Data Exfiltration,Low,2023-05-02 23:29:56,198.152.7.8,Resolved,Firewall
581,77,Policy Violation,High,2024-05-10 12:53:06,32.206.11.55,False Positive,Firewall
582,189,Failed Login,Medium,2023-08-10 12:47:07,134.199.96.24,Escalated,Firewall
583,1,Data Exfiltration,High,2023-06-10 13:11:04,140.187.21.75,Escalated,WAF
584,199,Failed Login,Critical,2025-01-29 14:30:34,16.219.71.70,Escalated,EDR
585,44,Data Exfiltration,High,2025-02-26 00:46:23,121.112.100.27,Escalated,EDR
586,183,Policy Violation,Critical,2024-02-04 17:11:58,99.112.221.71,Resolved,EDR
587,198,Policy Violation,Medium,2024-08-15 20:15:52,189.73.106.218,Resolved,IDS
588,150,Lateral Movement,Medium,2023-07-20 01:13:15,5.144.219.121,Investigating,Firewall
589,181,Malware Detected,Low,2023-01-31 10:18:00,248.228.84.38,Open,SIEM
590,137,Failed Login,Medium,2023-08-22 11:53:35,86.162.9.111,Open,Firewall
591,77,Intrusion Attempt,Low,2024-08-03 08:35:47,217.135.155.148,Escalated,Firewall
592,30,Malware Detected,Low,2024-04-23 17:50:23,65.233.13.13,Investigating,Manual
593,150,DDoS,Low,2024-10-26 17:47:51,145.188.70.48,Escalated,WAF
594,44,Malware Detected,Medium,2023-09-24 03:19:31,211.101.144.211,False Positive,SIEM
595,73,Policy Violation,High,2024-11-14 03:20:24,184.180.197.107,Investigating,SIEM
596,37,Intrusion Attempt,Medium,2024-11-23 20:54:38,39.73.230.34,Investigating,Manual
597,112,DDoS,Low,2025-02-18 00:57:06,161.228.200.46,False Positive,Firewall
598,166,Anomalous Traffic,Critical,2023-03-15 07:52:06,34.36.112.143,Open,Manual
599,13,Failed Login,Medium,2023-02-13 09:17:24,65.4.93.40,Escalated,EDR
600,155,Brute Force,High,2024-09-19 13:49:28,110.167.98.209,Investigating,Manual
601,100,Lateral Movement,High,2024-05-14 01:33:37,135.44.255.211,False Positive,SIEM
602,127,Lateral Movement,Low,2023-08-23 00:14:11,226.229.53.30,False Positive,IDS
603,82,Lateral Movement,Low,2023-07-27 07:28:06,81.163.140.36,Escalated,EDR
604,115,Port Scan,High,2023-06-09 08:17:22,26.76.28.173,Investigating,IDS
605,80,Failed Login,High,2024-12-27 01:59:20,60.68.90.80,Resolved,IDS
606,59,DDoS,Medium,2024-08-21 23:03:59,237.173.50.111,Open,WAF
607,69,Policy Violation,Medium,2023-04-29 15:57:51,68.105.50.75,Escalated,IDS
608,34,Brute Force,High,2024-05-02 00:10:43,124.172.171.22,Investigating,Manual
609,101,Port Scan,Critical,2023-11-19 17:58:33,136.107.253.67,Resolved,SIEM
610,66,Brute Force,Medium,2024-07-20 01:49:54,115.39.207.114,Open,IDS
611,152,Policy Violation,Low,2023-02-13 23:20:39,235.37.137.90,False Positive,IDS
612,27,DDoS,Medium,2024-11-23 23:04:25,224.22.12.48,False Positive,SIEM
613,22,Data Exfiltration,Low,2023-01-22 03:18:10,221.116.103.40,Resolved,SIEM
614,161,DDoS,Critical,2023-11-09 20:50:57,87.135.35.100,Escalated,Manual
615,117,Failed Login,Critical,2023-11-15 10:38:13,107.157.77.229,Investigating,SIEM
616,16,Brute Force,Low,2025-01-12 08:37:14,226.218.118.200,False Positive,WAF
617,10,Brute Force,Medium,2024-07-31 02:56:27,93.231.142.139,Investigating,Firewall
618,80,Intrusion Attempt,Medium,2024-05-19 07:07:05,135.150.59.74,Investigating,SIEM
619,148,Intrusion Attempt,Low,2023-08-25 14:49:39,183.185.105.178,False Positive,EDR
620,35,Failed Login,Low,2024-09-14 14:03:51,105.30.144.21,Investigating,SIEM
621,21,Malware Detected,Low,2023-09-15 23:29:04,94.77.55.11,False Positive,EDR
622,61,Malware Detected,Medium,2023-04-19 20:24:24,198.254.214.101,Resolved,IDS
623,15,Phishing,Critical,2025-02-23 14:14:49,182.136.128.29,Escalated,Firewall
624,20,Data Exfiltration,Low,2025-01-25 21:35:25,115.50.166.176,Escalated,EDR
625,145,Phishing,Medium,2023-07-09 02:19:13,111.137.154.140,False Positive,Manual
