activity_id,deal_id,rep_id,activity_type,activity_date,duration_minutes,outcome
456,193,27,Proposal Sent,2024-06-23 04:14:24,49,Neutral
457,1332,41,Demo,2023-05-09 14:59:57,88,Negative
458,481,43,Demo,2023-12-23 13:16:11,20,Positive
459,1443,56,Call,2024-09-25 22:29:12,11,Positive
460,1171,54,Meeting,2024-10-03 22:38:06,93,Positive
461,548,69,Meeting,2023-08-14 09:54:14,31,Neutral
462,686,87,Proposal Sent,2023-01-09 16:08:29,71,Neutral
463,942,21,Demo,2023-07-14 10:59:35,94,Neutral
464,412,49,Meeting,2024-09-15 20:39:25,40,Positive
465,958,10,Meeting,2024-06-28 09:20:38,9,Neutral
466,698,94,Call,2024-10-11 21:41:52,73,Negative
467,689,38,Email,2024-10-01 01:27:33,74,Positive
468,1015,19,Proposal Sent,2024-01-30 09:29:02,90,Negative
469,1460,65,Meeting,2023-01-23 06:52:54,48,Negative
470,1309,46,Proposal Sent,2024-07-09 09:11:05,90,Positive
471,377,25,Meeting,2023-03-13 06:59:46,80,Positive
472,920,39,Demo,2024-10-06 12:07:38,75,Neutral
473,1170,58,Call,2023-01-08 05:32:13,11,Positive
474,1414,32,Email,2024-10-05 15:37:05,104,Positive
475,615,87,Call,2025-03-19 20:40:54,96,Neutral
476,479,37,Demo,2024-04-29 05:50:56,79,Neutral
477,1368,27,Proposal Sent,2023-04-30 19:24:55,15,Negative
478,865,88,Email,2023-06-11 01:53:55,40,Positive
479,63,51,Meeting,2023-10-08 06:25:55,51,Negative
480,1290,30,Follow-up,2024-04-29 03:32:11,80,Negative
481,949,4,Call,2023-03-26 09:46:32,75,Positive
482,1426,67,Call,2023-05-30 14:21:57,75,Positive
483,133,21,Follow-up,2023-08-27 14:13:43,48,Positive
484,954,9,Proposal Sent,2025-02-16 15:52:57,32,Neutral
485,830,81,Proposal Sent,2024-11-20 05:57:20,77,Negative
486,837,44,Proposal Sent,2024-09-19 14:17:03,24,Positive
487,1317,93,Email,2023-09-14 11:13:35,83,Neutral
488,194,4,Proposal Sent,2024-05-03 19:56:32,5,Positive
489,1240,20,Proposal Sent,2023-11-29 13:25:22,97,Positive
490,775,95,Meeting,2024-11-17 19:53:14,36,Neutral
491,619,91,Demo,2023-06-23 08:52:48,98,Positive
492,59,58,Demo,2024-08-16 03:01:51,89,Negative
493,1169,4,Proposal Sent,2024-04-13 06:21:11,39,Positive
494,253,78,Demo,2024-04-30 00:26:52,47,Negative
495,1369,29,Follow-up,2023-10-11 08:03:11,41,Negative
496,19,73,Call,2023-08-16 11:45:17,40,Positive
497,1067,9,Follow-up,2024-10-10 01:54:18,101,Positive
498,311,78,Call,2023-09-27 23:37:04,83,Negative
499,1083,19,Follow-up,2023-02-12 22:37:08,84,Positive
500,550,27,Demo,2024-06-16 21:08:30,75,Positive
501,1270,83,Meeting,2024-09-06 09:18:37,17,Neutral
502,686,87,Proposal Sent,2024-09-01 22:19:52,44,Positive
503,337,3,Email,2025-03-01 06:10:26,109,Neutral
504,877,14,Email,2023-01-20 03:14:25,72,Negative
505,225,28,Follow-up,2024-09-13 01:56:24,98,Neutral
506,138,30,Proposal Sent,2025-01-15 14:27:33,108,Neutral
507,721,73,Proposal Sent,2023-03-01 00:53:19,77,Negative
508,268,4,Follow-up,2023-09-15 15:32:35,21,Neutral
509,581,35,Meeting,2024-02-16 05:00:22,95,Positive
510,911,76,Proposal Sent,2024-11-27 23:37:24,8,Positive
511,1108,48,Email,2023-08-02 18:26:30,72,Negative
512,107,42,Meeting,2024-07-03 12:24:18,112,Negative
513,886,1,Proposal Sent,2023-07-12 18:21:57,115,Positive
514,73,97,Follow-up,2023-10-16 02:04:37,86,Positive
515,836,84,Demo,2023-08-03 02:58:25,66,Positive
516,1030,61,Proposal Sent,2023-06-16 07:59:48,113,Negative
517,299,100,Call,2023-02-27 12:51:43,71,Neutral
518,520,12,Meeting,2024-02-25 13:09:54,120,Positive
519,1281,61,Meeting,2024-03-04 16:53:57,97,Neutral
520,684,40,Meeting,2024-01-14 13:49:02,54,Negative
521,1322,50,Email,2023-05-23 05:59:27,101,Negative
522,440,30,Follow-up,2024-07-05 02:18:58,78,Positive
523,69,2,Call,2023-07-16 23:19:55,88,Positive
524,1487,40,Meeting,2023-02-01 06:11:17,15,Negative
525,1278,38,Demo,2023-08-14 20:32:10,57,Neutral
526,141,35,Proposal Sent,2023-09-17 14:39:52,103,Negative
527,1112,67,Demo,2023-11-17 20:48:35,68,Neutral
528,518,47,Email,2024-02-16 00:09:17,81,Negative
529,1452,26,Call,2024-05-02 14:30:40,77,Neutral
530,777,12,Meeting,2023-06-09 08:52:01,10,Positive
531,1189,30,Email,2023-06-30 11:32:04,101,Negative
532,1343,15,Email,2023-01-28 07:43:30,107,Negative
533,649,92,Call,2023-10-12 09:44:27,47,Positive
534,1050,66,Proposal Sent,2024-08-15 18:39:57,118,Positive
535,10,26,Email,2023-05-17 09:11:21,23,Positive
536,1269,7,Call,2025-02-08 19:16:31,7,Negative
537,1079,96,Meeting,2024-08-07 08:18:14,19,Positive
538,1370,42,Meeting,2023-12-09 19:16:34,101,Positive
539,906,33,Email,2023-12-26 07:15:33,79,Neutral
540,1007,93,Call,2023-05-04 05:18:45,60,Neutral
541,551,86,Call,2024-11-20 13:45:50,27,Negative
542,679,100,Email,2025-03-20 23:36:47,87,Negative
543,272,97,Follow-up,2024-10-18 08:42:58,6,Positive
544,664,90,Proposal Sent,2023-10-26 11:25:11,112,Neutral
545,984,24,Demo,2023-04-10 07:48:52,37,Neutral
546,32,42,Email,2023-01-30 07:04:27,75,Positive
547,1459,53,Follow-up,2024-03-05 01:11:56,65,Negative
548,1044,70,Follow-up,2023-09-27 03:21:23,64,Positive
549,997,22,Demo,2024-02-27 07:06:09,16,Positive
550,965,44,Demo,2023-12-23 16:19:18,18,Positive
551,47,70,Follow-up,2024-06-22 16:09:34,105,Negative
552,539,62,Call,2024-11-29 05:39:00,58,Negative
553,834,96,Proposal Sent,2023-07-12 03:32:18,81,Negative
554,1123,16,Meeting,2024-07-15 11:56:24,119,Negative
555,525,41,Meeting,2025-01-28 10:35:41,47,Positive
556,1217,86,Demo,2025-01-01 00:10:14,13,Neutral
557,115,20,Call,2025-01-23 02:44:29,109,Positive
558,986,7,Call,2024-11-25 13:12:22,36,Positive
559,75,73,Demo,2023-12-27 21:43:35,72,Negative
560,462,89,Follow-up,2024-07-19 21:55:51,97,Positive
561,580,72,Follow-up,2023-12-26 19:26:18,78,Negative
562,1252,3,Follow-up,2024-11-24 12:49:44,47,Positive
563,951,20,Email,2024-01-19 04:47:36,19,Neutral
564,416,86,Demo,2025-02-09 16:40:06,5,Neutral
565,777,12,Call,2023-02-25 13:40:45,86,Neutral
566,750,52,Meeting,2023-09-11 10:11:17,61,Neutral
567,1285,98,Demo,2023-05-08 03:18:32,79,Positive
568,1070,16,Call,2023-04-04 01:53:57,89,Neutral
569,311,78,Email,2024-04-28 19:30:37,44,Neutral
570,1337,94,Email,2025-02-01 07:36:29,115,Negative
571,1022,34,Email,2023-03-06 10:40:32,48,Neutral
572,1096,80,Email,2023-02-03 11:14:15,110,Negative
573,813,53,Proposal Sent,2024-09-06 19:22:56,77,Neutral
574,675,70,Proposal Sent,2024-10-07 06:17:27,96,Neutral
575,502,52,Follow-up,2024-12-29 11:48:43,17,Positive
576,786,41,Call,2023-09-13 05:16:43,12,Positive
577,774,22,Meeting,2025-01-30 12:51:54,54,Negative
578,275,15,Meeting,2024-11-19 05:00:32,66,Neutral
579,344,46,Demo,2023-03-06 17:30:26,37,Negative
580,1488,26,Meeting,2023-06-24 06:40:54,55,Negative
581,1376,81,Email,2024-04-13 02:46:12,26,Negative
582,1105,75,Call,2024-06-12 09:06:44,30,Neutral
583,693,97,Meeting,2024-04-22 20:20:04,28,Neutral
584,113,34,Email,2023-07-08 17:30:34,97,Positive
585,998,33,Call,2023-09-13 08:43:05,27,Positive
586,145,17,Meeting,2024-05-14 05:45:17,91,Neutral
587,45,74,Proposal Sent,2024-08-07 20:23:02,66,Neutral
588,693,97,Proposal Sent,2023-08-16 21:46:31,61,Positive
589,789,89,Follow-up,2023-05-20 21:05:55,98,Neutral
590,904,92,Proposal Sent,2023-04-19 15:35:27,26,Negative
591,924,38,Meeting,2024-03-01 16:22:30,102,Positive
592,945,54,Call,2024-09-09 02:18:25,58,Neutral
593,1483,91,Follow-up,2023-11-09 19:43:06,55,Negative
594,1442,2,Meeting,2024-07-13 10:12:48,46,Positive
595,1264,82,Meeting,2023-10-17 05:33:53,46,Negative
596,223,94,Email,2023-06-07 11:34:03,32,Positive
597,145,17,Follow-up,2024-11-21 13:13:35,87,Neutral
598,472,98,Meeting,2023-07-03 09:49:36,113,Negative
599,145,17,Email,2023-10-15 09:49:29,86,Neutral
600,33,14,Call,2024-08-08 03:44:01,83,Positive
601,211,87,Meeting,2025-01-12 19:41:53,26,Positive
602,935,59,Follow-up,2024-03-03 16:26:51,85,Positive
603,191,5,Email,2023-09-17 01:34:43,85,Neutral
604,318,72,Follow-up,2025-03-04 17:32:54,8,Neutral
605,841,14,Meeting,2023-09-19 13:33:33,90,Neutral
606,1319,46,Email,2023-10-16 17:57:18,5,Negative
607,585,1,Follow-up,2024-11-18 13:08:00,50,Positive
608,423,47,Proposal Sent,2023-11-04 05:04:31,62,Neutral
609,107,42,Meeting,2024-10-21 05:10:17,89,Neutral
610,995,42,Meeting,2024-12-16 17:26:02,66,Positive
611,927,24,Call,2024-09-02 16:02:39,73,Positive
612,1489,28,Call,2024-05-02 19:37:21,67,Positive
613,411,27,Email,2023-06-30 09:14:13,108,Negative
614,216,95,Demo,2024-08-02 11:50:13,110,Negative
615,423,47,Call,2023-07-24 19:54:40,73,Neutral
616,1088,43,Demo,2024-03-30 17:34:06,18,Neutral
617,897,40,Follow-up,2024-07-21 04:11:47,62,Positive
618,744,71,Meeting,2025-01-12 07:33:08,107,Positive
619,747,96,Follow-up,2023-08-11 16:36:18,6,Negative
620,499,50,Email,2024-01-03 09:33:49,27,Neutral
621,188,43,Demo,2023-10-01 17:59:55,18,Positive
622,1012,80,Demo,2023-11-12 09:37:43,98,Negative
623,1133,78,Call,2023-01-07 03:34:35,20,Positive
624,508,63,Meeting,2025-02-21 14:39:57,24,Neutral
625,167,73,Email,2024-08-08 20:11:53,103,Negative
626,1187,21,Call,2024-07-06 23:16:23,67,Positive
627,1402,33,Follow-up,2024-08-18 13:23:44,25,Positive
628,1397,68,Proposal Sent,2023-11-16 12:07:54,67,Neutral
629,120,68,Follow-up,2024-06-09 18:28:27,24,Neutral
630,828,17,Proposal Sent,2024-04-11 12:48:22,79,Neutral
631,1102,79,Proposal Sent,2023-11-18 00:59:59,80,Negative
632,895,74,Proposal Sent,2024-01-06 03:29:14,63,Positive
633,245,95,Call,2024-04-26 05:31:00,7,Neutral
634,252,42,Meeting,2025-03-24 06:38:31,36,Neutral
635,1001,90,Follow-up,2024-09-19 13:46:07,64,Positive
636,50,36,Call,2025-01-26 15:18:15,57,Neutral
637,1409,33,Call,2023-04-23 22:46:59,34,Negative
638,361,37,Meeting,2023-04-20 03:43:35,52,Negative
639,93,3,Meeting,2023-03-18 23:56:12,57,Positive
640,418,2,Follow-up,2024-05-13 23:19:26,108,Neutral
641,1365,11,Call,2024-08-06 15:17:26,97,Negative
642,365,54,Call,2023-06-02 11:40:19,109,Negative
643,956,78,Call,2023-01-05 20:00:09,14,Negative
644,342,22,Call,2024-07-13 13:38:38,85,Neutral
645,1046,4,Proposal Sent,2024-06-25 11:49:12,116,Neutral
646,416,86,Demo,2023-11-10 15:44:59,98,Negative
647,486,7,Follow-up,2024-11-13 19:20:35,21,Neutral
648,274,52,Follow-up,2023-05-19 04:35:49,5,Positive
649,1344,7,Proposal Sent,2023-02-16 11:54:33,14,Negative
650,320,31,Email,2024-04-23 13:40:06,53,Neutral
651,965,44,Demo,2024-10-12 02:28:32,120,Negative
652,1196,9,Meeting,2024-12-31 20:12:32,63,Negative
653,1032,47,Meeting,2025-03-24 10:19:17,27,Positive
654,673,54,Call,2023-09-15 16:24:52,29,Neutral
655,1305,98,Meeting,2024-07-11 23:03:50,86,Negative
656,1242,6,Proposal Sent,2024-03-01 10:56:20,118,Negative
657,667,47,Follow-up,2024-06-02 22:21:36,96,Positive
658,775,95,Demo,2023-10-11 06:38:12,12,Negative
659,1453,77,Call,2023-03-12 13:43:05,96,Positive
660,90,41,Proposal Sent,2023-11-03 22:15:12,58,Positive
661,1243,65,Follow-up,2023-05-13 01:09:17,89,Positive
662,1401,31,Demo,2024-06-15 16:28:27,102,Neutral
663,1073,21,Follow-up,2023-04-22 07:25:15,28,Negative
664,1156,99,Proposal Sent,2025-03-22 20:29:07,97,Positive
665,1210,17,Call,2024-05-30 16:41:48,7,Negative
666,128,5,Email,2024-01-18 02:08:10,98,Positive
667,361,37,Meeting,2024-12-03 12:05:38,93,Neutral
668,1005,26,Demo,2024-04-08 09:23:33,35,Positive
669,1340,46,Demo,2023-01-19 12:15:49,81,Neutral
670,155,4,Call,2024-11-18 06:08:10,105,Positive
671,669,17,Email,2024-06-05 19:58:09,72,Negative
672,1432,38,Call,2024-02-09 16:23:14,92,Positive
673,1409,33,Meeting,2025-01-26 18:18:03,49,Negative
674,157,20,Email,2023-06-28 22:55:55,14,Positive
675,472,98,Demo,2024-05-18 10:24:17,90,Positive
676,1192,99,Follow-up,2023-05-01 15:12:29,119,Negative
677,789,89,Call,2023-08-29 04:36:43,82,Negative
678,1007,93,Demo,2023-01-01 15:24:38,19,Negative
679,723,74,Email,2023-07-06 10:38:30,67,Positive
680,513,99,Proposal Sent,2023-08-24 07:43:59,38,Negative
681,1142,7,Email,2023-03-05 13:58:05,66,Negative
682,193,27,Meeting,2023-02-08 01:54:25,69,Neutral
683,1016,50,Meeting,2024-01-14 00:58:04,120,Positive
684,87,11,Follow-up,2024-07-01 17:16:25,100,Neutral
685,1258,90,Email,2025-01-12 16:23:53,102,Neutral
686,1175,100,Email,2024-10-18 05:10:15,71,Neutral
687,321,15,Demo,2025-03-06 20:25:52,63,Neutral
688,785,94,Demo,2024-10-11 11:17:49,58,Neutral
689,954,9,Demo,2023-04-02 22:08:43,16,Neutral
690,584,11,Call,2025-01-22 12:28:04,115,Negative
691,1243,65,Meeting,2023-11-12 05:59:02,92,Negative
692,202,80,Demo,2025-03-07 09:59:58,85,Positive
693,1029,44,Call,2023-02-25 19:55:07,27,Negative
694,1397,68,Follow-up,2025-02-24 16:06:22,55,Neutral
695,1451,99,Meeting,2024-02-27 22:34:27,12,Neutral
696,638,70,Proposal Sent,2023-03-24 05:20:13,102,Neutral
697,335,12,Demo,2023-10-14 00:17:41,89,Negative
698,507,66,Meeting,2024-01-19 10:24:40,113,Negative
699,279,3,Follow-up,2024-01-07 07:45:41,106,Negative
700,1275,89,Proposal Sent,2023-05-31 16:49:56,69,Neutral
701,470,8,Meeting,2023-06-22 19:26:57,106,Positive
702,206,1,Call,2023-11-28 14:12:36,79,Negative
703,858,19,Proposal Sent,2023-05-29 22:52:31,104,Neutral
704,514,76,Call,2023-12-15 01:58:39,72,Positive
705,1178,43,Meeting,2024-01-19 01:13:13,7,Neutral
706,133,21,Meeting,2024-12-16 11:13:40,91,Neutral
707,30,89,Call,2024-03-11 14:29:53,60,Neutral
708,95,48,Follow-up,2025-02-22 09:07:36,43,Negative
709,715,100,Meeting,2023-01-06 22:12:36,112,Neutral
710,49,49,Email,2024-10-24 07:15:02,70,Neutral
711,1261,95,Email,2024-05-16 08:01:26,97,Negative
712,756,17,Call,2023-10-28 09:32:47,38,Neutral
713,357,18,Follow-up,2024-06-30 05:08:43,8,Negative
714,79,94,Email,2025-02-13 20:20:25,77,Negative
715,462,89,Call,2023-05-08 14:18:23,70,Negative
716,1252,3,Proposal Sent,2025-01-30 04:45:52,77,Negative
717,1150,17,Call,2024-12-27 13:54:29,64,Neutral
718,1274,49,Proposal Sent,2025-02-23 01:23:10,100,Neutral
719,795,31,Email,2024-11-15 03:30:41,46,Negative
720,538,22,Follow-up,2023-10-06 17:22:51,101,Positive
721,547,11,Call,2025-03-01 18:52:01,70,Negative
722,1225,88,Call,2023-11-26 21:46:07,28,Neutral
723,1204,39,Demo,2025-01-05 08:16:49,101,Negative
724,1472,61,Email,2025-02-27 16:44:06,35,Negative
725,763,28,Proposal Sent,2025-02-05 08:02:43,113,Neutral
726,826,63,Follow-up,2023-02-05 08:12:51,106,Positive
727,1010,7,Proposal Sent,2024-07-11 03:28:07,112,Neutral
728,550,27,Demo,2024-03-15 02:04:13,46,Positive
729,1474,76,Demo,2023-07-04 12:16:45,9,Neutral
730,538,22,Meeting,2024-05-06 07:32:13,23,Negative
731,1041,23,Meeting,2023-08-24 04:05:09,7,Neutral
732,739,11,Demo,2023-03-05 06:40:10,50,Negative
733,143,19,Email,2023-06-06 19:58:54,17,Positive
734,945,54,Meeting,2024-11-21 17:39:15,83,Neutral
735,219,93,Email,2024-11-22 01:51:55,32,Positive
736,541,99,Meeting,2023-02-17 15:46:48,17,Positive
737,847,97,Email,2023-09-20 14:59:00,14,Positive
738,774,22,Proposal Sent,2023-03-10 01:00:58,87,Positive
739,534,79,Demo,2023-06-11 06:24:52,74,Neutral
740,553,8,Demo,2023-05-01 00:50:56,20,Negative
741,876,1,Call,2024-07-31 01:43:06,51,Negative
742,1161,89,Meeting,2023-01-07 03:37:48,82,Negative
743,714,37,Follow-up,2025-03-30 17:40:29,104,Neutral
744,780,60,Call,2025-02-02 19:19:52,32,Negative
745,378,24,Proposal Sent,2024-10-05 16:22:18,32,Neutral
746,15,17,Call,2024-10-13 14:36:34,84,Negative
747,544,97,Demo,2024-06-03 14:37:41,68,Negative
748,491,37,Demo,2024-09-14 07:45:35,73,Negative
749,1497,50,Proposal Sent,2023-08-20 17:33:59,14,Negative
750,865,88,Proposal Sent,2023-12-01 15:31:28,10,Negative
751,1174,71,Follow-up,2023-08-09 22:12:08,43,Positive
752,135,12,Meeting,2024-07-29 07:35:16,103,Neutral
753,575,60,Follow-up,2025-02-19 10:28:17,56,Neutral
754,1274,49,Proposal Sent,2023-04-08 11:49:51,17,Neutral
755,740,28,Proposal Sent,2023-09-04 08:15:13,94,Neutral
756,721,73,Meeting,2023-12-13 07:06:53,24,Neutral
757,510,40,Demo,2024-01-22 21:45:35,75,Negative
758,366,71,Follow-up,2024-12-05 21:32:14,104,Positive
759,12,7,Email,2025-02-06 10:08:56,28,Positive
760,1216,74,Call,2023-12-04 11:02:57,18,Neutral
761,426,70,Call,2024-03-22 02:16:10,97,Positive
762,1227,81,Demo,2023-10-08 10:21:38,18,Negative
763,296,28,Email,2024-01-11 04:47:54,12,Negative
764,463,69,Meeting,2023-07-12 21:44:45,111,Negative
765,517,46,Email,2023-07-03 01:19:17,119,Neutral
766,432,90,Follow-up,2023-01-26 10:19:03,75,Positive
767,387,54,Call,2023-05-28 22:10:43,25,Positive
768,314,86,Email,2023-04-06 09:41:33,8,Negative
769,1376,81,Follow-up,2023-05-18 05:09:51,114,Neutral
770,191,5,Proposal Sent,2024-10-03 07:42:23,77,Negative
771,944,54,Follow-up,2023-06-13 22:16:05,72,Negative
772,610,90,Meeting,2024-06-05 02:20:30,53,Neutral
773,292,74,Follow-up,2024-10-05 05:04:55,97,Neutral
774,1346,88,Email,2023-01-11 11:03:02,74,Neutral
775,884,15,Follow-up,2023-10-08 02:52:57,27,Neutral
776,1187,21,Proposal Sent,2025-03-08 10:03:57,88,Positive
777,774,22,Demo,2024-09-01 13:45:58,22,Negative
778,847,97,Proposal Sent,2023-05-14 21:46:18,105,Positive
779,304,27,Email,2023-07-24 15:48:07,18,Negative
780,1160,23,Email,2024-10-05 11:09:48,78,Negative
781,570,57,Proposal Sent,2024-07-15 06:25:59,49,Positive
782,713,75,Demo,2025-03-21 10:54:33,75,Negative
783,1360,22,Call,2023-02-18 12:00:21,17,Neutral
784,698,94,Demo,2024-11-03 02:14:59,73,Positive
785,1234,4,Demo,2023-09-22 22:56:22,114,Neutral
786,645,82,Demo,2024-06-06 01:30:01,26,Neutral
787,1395,95,Follow-up,2023-02-19 00:19:57,34,Positive
788,1378,33,Follow-up,2023-06-30 17:12:32,87,Negative
789,1223,22,Proposal Sent,2023-05-24 17:51:27,60,Negative
790,1052,14,Proposal Sent,2023-03-14 22:38:05,64,Positive
791,140,25,Email,2025-03-28 23:11:06,45,Neutral
792,82,80,Call,2024-05-07 01:48:57,74,Neutral
793,1223,22,Demo,2024-09-26 08:47:30,41,Positive
794,1229,82,Call,2024-07-20 22:16:51,77,Positive
795,328,97,Email,2023-01-12 01:18:41,46,Neutral
796,480,38,Proposal Sent,2023-05-15 06:24:29,58,Neutral
797,1019,80,Proposal Sent,2024-07-18 16:40:11,41,Positive
798,1487,40,Email,2024-07-13 05:39:33,112,Neutral
799,953,30,Call,2024-06-12 12:25:38,35,Neutral
800,943,56,Meeting,2023-01-08 14:38:04,71,Negative
801,468,41,Follow-up,2024-10-17 19:50:44,105,Positive
802,624,56,Follow-up,2024-09-23 08:06:32,39,Negative
803,377,25,Call,2024-01-13 22:38:21,10,Neutral
804,1173,100,Meeting,2023-09-02 09:59:29,118,Negative
805,144,95,Follow-up,2024-05-23 16:36:11,19,Positive
806,943,56,Follow-up,2024-07-02 16:18:14,114,Negative
807,831,6,Proposal Sent,2025-03-20 05:09:40,66,Neutral
808,2,58,Meeting,2024-10-22 07:26:31,45,Negative
809,1159,36,Email,2023-04-05 23:06:09,102,Negative
810,678,59,Meeting,2024-11-26 19:45:05,106,Positive
811,524,58,Email,2024-10-01 01:06:55,79,Positive
812,303,3,Proposal Sent,2024-05-31 10:00:46,22,Neutral
813,1256,82,Email,2023-07-19 16:57:18,23,Negative
814,1108,48,Proposal Sent,2023-01-15 13:04:10,30,Negative
815,1,81,Meeting,2023-04-15 11:19:59,29,Positive
816,1476,61,Proposal Sent,2023-04-08 18:08:20,110,Neutral
817,509,2,Call,2024-11-18 04:04:17,51,Neutral
818,530,69,Proposal Sent,2023-04-24 16:19:11,55,Neutral
819,573,33,Demo,2023-04-19 21:03:40,20,Neutral
820,617,97,Call,2023-08-24 04:30:20,93,Positive
821,212,66,Meeting,2024-09-21 14:02:25,102,Neutral
822,549,58,Meeting,2025-01-13 11:54:54,63,Positive
823,1015,19,Call,2023-02-09 03:18:39,111,Neutral
824,1494,98,Meeting,2023-09-04 20:22:34,24,Negative
825,101,41,Demo,2023-03-14 14:11:58,96,Positive
826,980,87,Meeting,2023-08-15 06:36:19,74,Positive
827,1156,99,Demo,2023-11-11 04:12:25,114,Positive
828,392,43,Demo,2024-08-24 09:02:47,34,Neutral
829,1415,40,Call,2024-04-03 14:08:34,74,Positive
830,802,48,Follow-up,2023-10-17 12:26:50,18,Neutral
831,115,20,Call,2023-10-19 23:54:16,60,Neutral
832,1494,98,Call,2023-07-04 17:59:25,103,Neutral
833,91,9,Call,2024-12-31 14:06:18,119,Neutral
834,347,22,Call,2023-11-11 05:58:54,21,Positive
835,357,18,Call,2023-07-04 07:03:29,105,Neutral
836,161,24,Demo,2024-06-22 12:09:23,43,Neutral
837,332,91,Email,2024-03-22 13:22:26,118,Positive
838,1109,84,Demo,2024-11-22 13:46:41,89,Neutral
839,174,41,Demo,2023-07-17 02:46:24,64,Neutral
840,924,38,Proposal Sent,2023-10-20 00:14:15,46,Neutral
841,740,28,Meeting,2024-04-16 15:32:21,10,Negative
842,981,13,Email,2025-03-11 09:15:41,7,Neutral
843,1371,98,Meeting,2023-06-11 10:27:19,47,Negative
844,1385,93,Email,2024-11-19 19:32:43,102,Positive
845,1310,64,Call,2023-03-03 00:21:35,66,Neutral
846,619,91,Demo,2024-05-09 06:22:38,114,Negative
847,1083,19,Follow-up,2023-11-04 16:12:12,42,Positive
848,759,86,Call,2024-11-13 17:41:44,89,Neutral
849,601,40,Meeting,2023-07-10 19:51:45,59,Positive
850,1277,52,Call,2024-04-10 11:18:52,12,Neutral
851,523,66,Email,2023-01-16 22:02:25,84,Positive
852,28,47,Call,2023-01-19 05:42:07,14,Positive
853,279,3,Meeting,2024-11-15 09:13:43,53,Negative
854,546,100,Email,2023-10-29 06:22:41,61,Positive
855,1040,37,Email,2023-04-26 01:03:47,80,Positive
856,787,47,Follow-up,2023-02-12 03:08:45,76,Neutral
857,1341,72,Meeting,2024-07-18 08:17:57,64,Positive
858,175,99,Email,2024-12-30 05:15:20,74,Neutral
859,870,2,Email,2024-04-21 21:48:07,120,Negative
860,462,89,Demo,2023-10-31 19:54:11,6,Neutral
861,946,40,Proposal Sent,2023-05-09 08:24:21,41,Positive
862,478,54,Meeting,2024-06-18 06:27:57,93,Negative
863,1231,6,Call,2024-01-18 00:04:29,118,Positive
864,924,38,Meeting,2024-08-06 05:29:29,25,Negative
865,71,95,Follow-up,2024-01-05 09:40:53,60,Negative
866,1385,93,Proposal Sent,2023-06-14 05:07:33,72,Positive
867,1247,16,Call,2024-05-23 07:15:04,38,Neutral
868,1347,8,Follow-up,2024-11-30 13:20:45,81,Neutral
869,678,59,Follow-up,2023-07-30 04:41:07,117,Neutral
870,1349,16,Meeting,2024-06-16 20:50:49,87,Positive
871,613,3,Email,2024-12-09 10:34:26,100,Positive
872,1496,75,Demo,2023-10-30 17:19:37,103,Neutral
873,687,91,Meeting,2023-07-18 04:02:24,18,Positive
874,1402,33,Meeting,2023-03-10 22:37:05,78,Positive
875,1054,22,Follow-up,2024-05-10 16:44:17,79,Positive
876,1008,16,Email,2023-10-15 18:24:20,99,Neutral
877,1212,18,Demo,2025-03-06 21:30:27,37,Neutral
878,487,25,Email,2023-04-19 15:17:48,82,Positive
879,513,99,Follow-up,2023-05-07 22:53:45,111,Neutral
880,1380,78,Meeting,2023-05-05 20:03:19,80,Negative
881,343,47,Follow-up,2023-04-03 13:58:41,27,Neutral
882,192,27,Proposal Sent,2024-08-06 03:28:40,98,Negative
883,369,5,Proposal Sent,2024-11-02 22:20:51,71,Neutral
884,1119,44,Follow-up,2024-03-02 03:03:58,76,Positive
885,667,47,Meeting,2024-05-21 03:23:37,69,Neutral
886,756,17,Proposal Sent,2023-11-09 00:45:58,116,Positive
887,610,90,Call,2025-01-15 14:33:48,54,Negative
888,892,85,Proposal Sent,2024-09-05 04:41:07,113,Positive
889,107,42,Proposal Sent,2024-09-05 21:20:16,71,Positive
890,700,97,Demo,2023-06-04 16:50:19,14,Negative
891,93,3,Proposal Sent,2023-02-11 02:18:32,86,Neutral
892,286,31,Demo,2023-08-02 05:36:28,42,Neutral
893,1338,53,Call,2023-06-17 08:51:28,78,Negative
894,930,38,Demo,2023-08-02 19:27:30,113,Negative
895,541,99,Email,2024-06-30 09:25:19,39,Negative
896,695,97,Demo,2023-10-28 16:37:00,51,Negative
897,85,34,Call,2023-12-16 06:18:51,66,Positive
898,558,8,Follow-up,2024-05-29 02:21:58,21,Positive
899,679,100,Meeting,2024-10-23 10:37:58,111,Positive
900,1103,78,Proposal Sent,2023-10-31 19:47:59,28,Positive
901,1216,74,Proposal Sent,2025-03-03 04:57:34,43,Negative
902,611,89,Demo,2024-10-11 11:33:10,97,Positive
903,624,56,Proposal Sent,2024-02-20 22:45:24,66,Positive
904,1013,9,Proposal Sent,2023-02-14 18:28:51,108,Neutral
905,445,60,Call,2024-04-25 05:14:28,71,Neutral
906,716,64,Email,2024-03-17 16:44:07,65,Negative
907,1250,47,Call,2024-03-10 08:33:54,51,Neutral
908,373,89,Meeting,2025-01-14 16:43:45,68,Neutral
909,31,57,Demo,2024-04-11 13:35:38,80,Neutral
910,690,64,Proposal Sent,2024-02-01 04:37:37,100,Positive
911,234,59,Email,2024-08-03 16:24:15,56,Neutral
912,247,3,Call,2023-10-29 00:36:24,81,Negative
