stat_id,game_id,player_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers
3576,358,88,35,13,13,2,2,2,1
3577,358,129,26,31,13,1,2,0,5
3578,358,107,37,17,6,5,4,4,5
3579,358,395,23,5,13,1,4,3,5
3580,358,298,39,35,6,12,0,2,1
3581,359,107,36,33,11,3,1,0,5
3582,359,47,37,2,2,11,1,1,4
3583,359,32,32,15,0,9,0,2,0
3584,359,395,16,17,15,6,2,4,2
3585,359,129,38,3,3,4,0,2,3
3586,359,103,32,33,1,10,5,4,0
3587,359,3,34,22,1,2,5,3,5
3588,359,23,34,2,8,6,1,3,4
3589,359,122,17,9,6,12,4,3,2
3590,359,206,31,14,12,2,3,4,3
3591,360,36,36,32,2,7,5,3,2
3592,360,232,20,28,9,10,1,3,4
3593,360,144,18,24,8,11,4,4,3
3594,360,227,32,7,8,1,5,1,2
3595,360,268,25,12,14,12,3,0,2
3596,360,43,25,4,10,6,1,2,2
3597,360,370,32,7,12,7,4,4,5
3598,360,289,26,3,3,3,4,0,4
3599,360,282,21,35,14,0,3,2,6
3600,360,204,37,7,9,2,0,0,1
3601,361,149,21,13,2,4,0,2,3
3602,361,280,20,21,15,8,3,1,6
3603,361,337,26,30,5,3,3,1,3
3604,361,250,22,16,1,8,5,4,0
3605,361,157,22,21,10,12,2,2,3
3606,361,379,17,4,10,4,4,3,4
3607,361,306,28,8,15,7,5,1,0
3608,361,91,40,32,0,9,4,0,5
3609,361,65,38,34,8,6,3,3,0
3610,361,44,29,3,11,1,0,0,1
3611,362,328,25,32,12,2,0,0,5
3612,362,166,35,4,4,8,0,2,3
3613,362,171,39,23,11,0,0,0,6
3614,362,333,23,21,8,1,2,3,6
3615,362,97,39,26,7,0,2,3,1
3616,362,396,15,12,3,7,2,4,4
3617,362,229,20,15,0,5,1,3,0
3618,362,245,18,16,15,11,3,0,5
3619,362,124,29,13,0,10,1,1,5
3620,362,354,23,35,6,12,1,1,5
3621,363,240,23,26,12,8,2,1,6
3622,363,266,20,19,3,12,2,4,2
3623,363,189,19,28,1,7,3,2,3
3624,363,239,35,20,13,12,2,4,2
3625,363,327,36,30,11,6,2,2,0
3626,363,382,33,17,8,6,4,1,6
3627,363,109,35,25,2,6,2,1,1
3628,363,194,36,35,15,3,2,0,0
3629,363,100,32,31,15,8,3,1,2
3630,363,123,35,6,8,4,4,3,5
3631,364,266,33,30,2,0,1,0,4
3632,364,240,32,30,5,7,3,4,3
3633,364,160,16,28,12,7,5,2,5
3634,364,239,20,2,10,10,5,0,5
3635,364,120,25,32,9,6,1,1,6
3636,364,7,25,7,12,5,0,2,1
3637,364,127,17,10,2,4,0,1,5
3638,364,55,31,10,15,9,0,4,5
3639,364,90,38,29,13,5,0,2,3
3640,364,133,28,5,3,7,0,2,4
3641,365,128,18,23,11,11,1,1,3
3642,365,322,24,6,4,4,3,2,2
3643,365,259,19,25,15,8,3,1,2
3644,365,277,18,26,7,2,0,1,1
3645,365,29,40,31,3,1,1,0,4
3646,365,119,23,35,1,0,5,4,2
3647,365,392,29,22,10,5,3,3,1
3648,365,175,24,15,4,8,1,1,4
3649,365,146,17,14,4,10,5,0,4
3650,365,284,40,17,13,6,4,2,4
3651,366,294,35,2,8,6,4,4,6
3652,366,85,39,33,6,2,4,3,2
3653,366,236,31,19,10,6,1,3,0
3654,366,302,35,14,14,0,5,1,2
3655,366,390,24,27,8,5,4,4,4
3656,366,38,15,21,14,8,1,0,6
3657,366,274,28,11,13,4,3,2,4
3658,366,396,32,33,5,4,2,2,3
3659,366,245,22,7,4,11,4,2,6
3660,366,354,19,4,5,7,2,4,1
3661,367,392,17,11,4,0,1,0,2
3662,367,119,35,8,4,10,5,4,2
3663,367,366,17,15,12,8,2,0,2
3664,367,146,24,8,12,10,2,1,1
3665,367,276,30,2,0,12,4,3,3
3666,367,298,39,4,6,2,1,3,0
3667,367,129,30,17,9,12,3,4,5
3668,367,28,24,17,5,6,3,2,4
3669,367,107,24,29,8,10,1,0,6
3670,367,152,16,15,4,3,1,4,5
3671,368,284,28,32,7,0,5,2,4
3672,368,235,25,13,2,9,3,2,6
3673,368,222,25,28,4,2,2,1,0
3674,368,348,19,7,4,5,2,4,4
3675,368,392,34,35,6,11,4,1,5
3676,368,88,23,9,4,12,2,3,0
3677,368,28,36,28,14,0,3,3,6
3678,368,395,34,13,9,4,5,2,2
3679,368,107,38,32,10,10,4,3,0
3680,368,298,18,16,3,5,5,3,6
3681,369,297,19,21,5,6,2,2,4
3682,369,288,38,29,7,9,2,3,4
3683,369,92,24,25,6,11,0,0,6
3684,369,69,33,2,6,5,4,2,4
3685,369,29,37,32,4,6,1,1,5
3686,369,329,35,6,4,6,2,1,0
3687,369,231,38,2,5,3,4,3,6
3688,369,102,20,35,0,7,1,3,3
3689,369,162,38,21,15,0,3,4,6
3690,369,180,25,2,3,9,3,2,1
3691,370,355,28,11,6,9,2,0,1
3692,370,337,17,6,3,8,3,0,5
3693,370,346,16,2,1,8,1,1,1
3694,370,135,16,24,7,2,5,1,0
3695,370,200,32,17,11,6,0,4,4
3696,370,385,17,30,3,0,0,2,3
3697,370,75,32,13,8,12,3,2,4
3698,370,170,34,8,3,7,1,4,0
3699,370,199,40,27,13,5,0,3,4
3700,370,362,31,34,11,7,5,3,6
3701,371,16,28,3,7,5,0,1,5
3702,371,80,24,23,0,6,1,1,5
3703,371,248,29,5,11,2,2,0,5
3704,371,85,28,18,10,6,2,3,4
3705,371,79,28,26,14,6,5,2,3
3706,371,32,24,2,0,0,0,0,1
3707,371,107,39,30,8,3,3,4,2
3708,371,395,30,8,0,12,3,1,4
3709,371,129,40,13,6,2,1,2,6
3710,371,298,38,16,7,7,3,1,5
3711,372,49,16,9,10,4,0,3,3
3712,372,59,27,25,14,8,3,3,0
3713,372,84,16,5,1,0,2,4,0
3714,372,104,18,35,12,2,5,2,3
3715,372,114,34,17,6,10,1,2,4
3716,372,124,33,26,7,1,2,2,5
3717,372,224,26,35,1,10,0,4,3
3718,372,38,26,33,10,7,2,0,5
3719,372,396,21,9,7,11,5,4,1
3720,372,245,21,33,1,10,5,4,2
3721,373,190,15,8,6,10,4,0,1
3722,373,371,31,25,9,1,4,2,1
3723,373,255,34,16,5,6,5,2,2
3724,373,299,29,4,2,7,3,1,1
3725,373,243,30,4,2,0,3,2,1
3726,373,287,38,33,2,2,3,4,1
3727,373,119,17,4,4,6,1,3,3
3728,373,284,25,28,0,6,5,0,2
3729,373,254,18,34,13,9,3,0,4
3730,373,392,26,26,12,1,0,4,1
3731,374,398,30,22,13,4,1,2,4
3732,374,73,40,17,0,9,3,2,1
3733,374,54,21,26,6,1,2,4,6
3734,374,207,19,34,13,9,0,4,5
3735,374,21,27,9,15,5,5,3,4
3736,374,344,23,26,8,10,5,1,1
3737,374,211,15,28,4,5,2,4,6
3738,374,235,22,5,0,3,2,4,0
3739,374,276,36,31,11,6,5,1,2
3740,374,361,38,20,3,11,0,4,4
3741,375,284,17,13,14,11,1,3,6
3742,375,222,40,30,6,4,0,3,4
3743,375,254,36,14,4,8,0,4,0
3744,375,389,27,32,2,7,3,0,0
3745,375,348,15,16,9,0,1,0,3
3746,375,153,25,31,8,1,3,4,0
3747,375,213,31,19,0,0,0,0,6
3748,375,58,15,7,7,3,0,1,5
3749,375,234,18,19,0,4,0,0,0
3750,375,159,38,17,5,1,2,4,6
3751,376,66,19,19,9,3,5,3,5
3752,376,307,28,20,10,6,0,4,5
3753,376,74,38,21,13,8,4,0,2
3754,376,277,37,14,6,6,2,4,6
3755,376,288,29,21,15,0,5,4,0
3756,376,107,34,13,0,8,1,1,4
3757,376,298,19,26,11,6,0,4,3
3758,376,129,32,26,2,2,3,3,3
3759,376,152,36,9,12,11,4,4,6
3760,376,28,20,31,14,10,0,4,6
3761,377,384,29,20,13,5,4,3,3
3762,377,308,36,22,14,7,3,3,1
3763,377,399,37,34,0,0,3,2,0
3764,377,269,38,28,4,3,5,1,6
3765,377,261,30,17,7,9,1,2,3
3766,377,112,28,33,12,5,3,0,3
3767,377,387,22,25,8,6,0,2,1
3768,377,31,17,31,6,2,0,1,1
3769,377,339,15,23,14,10,4,4,1
3770,377,56,40,34,0,2,5,1,4
3771,378,339,34,15,1,8,4,4,1
3772,378,126,30,4,14,9,5,4,5
3773,378,114,17,2,13,2,1,0,2
3774,378,202,38,20,7,12,2,2,4
3775,378,141,17,33,9,7,0,4,2
3776,378,294,18,30,5,4,4,4,5
3777,378,341,25,26,7,4,1,3,2
3778,378,238,40,5,8,1,3,1,5
3779,378,248,37,27,14,2,2,0,4
3780,378,79,34,26,5,8,5,3,0
3781,379,54,26,27,13,7,0,0,5
3782,379,154,34,6,14,1,3,0,0
3783,379,73,23,23,5,11,0,3,6
3784,379,226,17,35,0,2,1,0,1
3785,379,39,18,27,1,5,0,1,2
3786,379,152,30,17,9,1,3,2,0
3787,379,32,23,28,11,5,2,2,0
3788,379,395,40,13,7,3,2,2,4
3789,379,129,17,28,9,11,4,0,2
3790,379,28,35,28,12,3,0,1,3
3791,380,59,24,34,12,5,0,0,3
3792,380,84,24,18,6,5,1,2,6
3793,380,285,35,2,2,9,0,3,2
3794,380,151,22,27,8,7,0,3,5
3795,380,387,28,29,15,7,4,0,6
3796,380,139,19,19,8,8,3,2,6
3797,380,155,33,6,10,3,2,0,4
3798,380,58,15,18,6,5,5,0,6
3799,380,159,31,19,1,6,1,4,1
3800,380,164,34,18,12,5,0,1,1
3801,381,169,34,8,5,6,2,1,4
3802,381,15,23,32,0,11,4,4,0
3803,381,8,33,12,0,5,0,4,0
3804,381,260,27,15,7,9,5,1,5
3805,381,115,22,27,4,5,4,1,1
3806,381,299,18,12,9,9,5,0,1
3807,381,259,31,15,0,0,3,1,6
3808,381,249,22,9,6,10,4,1,2
3809,381,288,26,9,13,7,4,0,3
3810,381,69,29,27,3,10,5,4,3
3811,382,28,30,11,4,3,1,2,4
3812,382,298,18,17,6,5,1,0,2
3813,382,107,22,24,13,2,5,4,6
3814,382,395,29,10,9,5,5,0,6
3815,382,129,23,3,8,1,2,3,5
3816,382,192,32,13,2,8,5,1,2
3817,382,22,24,26,5,1,3,1,3
3818,382,158,19,33,0,3,4,3,6
3819,382,197,35,20,14,3,1,1,1
3820,382,77,19,10,8,2,3,1,3
3821,383,336,20,23,8,1,2,2,1
3822,383,144,31,33,8,7,2,4,0
3823,383,227,23,18,14,4,5,0,3
3824,383,320,28,21,6,4,2,0,0
3825,383,36,26,31,9,10,5,0,3
3826,383,387,20,17,4,4,2,2,5
3827,383,114,32,16,8,11,2,0,4
3828,383,56,33,25,10,0,4,4,3
3829,383,126,30,22,8,7,1,4,6
3830,383,59,18,22,14,0,3,3,1
3831,384,129,20,13,0,4,1,3,3
3832,384,28,18,18,9,8,3,1,2
3833,384,298,31,18,4,6,0,2,1
3834,384,395,31,17,0,5,3,4,1
3835,384,88,38,5,1,8,1,0,5
3836,384,376,20,12,1,9,1,2,1
3837,384,75,35,9,0,10,5,4,2
3838,384,267,39,11,6,10,2,2,3
3839,384,264,33,7,6,0,5,1,3
3840,384,362,39,10,0,2,2,0,0
3841,385,11,32,10,11,7,4,4,6
3842,385,386,31,35,7,5,4,2,1
3843,385,72,20,29,1,3,1,1,2
3844,385,263,16,2,14,7,5,0,0
3845,385,349,22,32,3,7,0,2,0
3846,385,313,15,34,11,9,1,0,4
3847,385,272,25,9,11,1,1,1,5
3848,385,134,31,28,12,0,0,4,4
3849,385,170,34,31,9,9,2,0,0
3850,385,199,39,30,3,5,4,0,1
3851,386,219,22,32,4,11,2,4,5
3852,386,156,40,3,3,2,2,4,4
3853,386,279,28,34,8,8,5,1,2
3854,386,393,39,16,4,9,5,3,4
3855,386,263,36,29,15,1,2,2,5
3856,386,145,17,21,14,10,5,3,0
3857,386,178,16,31,2,9,0,0,1
3858,386,330,26,14,7,6,1,2,4
3859,386,214,19,9,15,2,1,2,0
3860,386,154,25,7,11,5,4,4,5
3861,387,293,35,19,7,8,3,0,3
3862,387,383,18,6,10,4,1,0,0
3863,387,180,37,35,10,9,2,4,5
3864,387,121,18,11,12,5,5,4,2
3865,387,220,18,32,6,3,3,3,3
3866,387,267,21,30,8,0,5,0,5
3867,387,138,17,5,3,1,0,3,1
3868,387,170,32,12,5,4,2,1,1
3869,387,376,27,24,8,9,5,2,0
3870,387,78,36,34,3,10,4,3,4
3871,388,300,34,9,11,4,1,3,4
3872,388,337,32,4,6,4,2,4,5
3873,388,181,23,15,0,4,4,2,0
3874,388,63,31,4,2,0,0,3,4
3875,388,228,25,27,2,9,4,1,1
3876,388,95,39,12,12,12,3,2,0
3877,388,18,39,17,1,7,2,0,2
3878,388,219,33,3,13,4,0,4,0
3879,388,263,16,26,14,1,0,4,0
3880,388,340,29,26,11,1,0,2,4
3881,389,162,38,33,9,9,2,2,5
3882,389,27,26,14,6,1,4,2,6
3883,389,247,38,29,12,11,5,2,2
3884,389,220,33,17,8,7,4,0,6
3885,389,121,19,28,3,0,3,4,6
3886,389,256,34,31,1,10,1,0,3
3887,389,123,35,35,3,7,5,3,1
3888,389,109,22,13,10,5,4,4,0
3889,389,40,17,9,5,11,3,3,3
3890,389,342,18,25,3,8,0,3,4
3891,390,264,29,29,0,0,2,1,6
3892,390,267,26,30,13,5,3,0,1
3893,390,134,25,18,9,5,4,2,6
3894,390,170,29,24,2,9,3,0,2
3895,390,199,33,3,2,10,5,2,0
3896,390,307,24,29,5,10,5,2,1
3897,390,20,18,28,11,3,4,4,3
3898,390,243,39,15,1,7,3,3,5
3899,390,195,27,33,11,11,1,2,5
3900,390,299,24,13,0,3,0,2,3
3901,391,273,40,6,3,2,2,2,6
3902,391,234,16,32,14,8,1,3,1
3903,391,35,25,4,13,11,4,0,6
3904,391,171,18,10,4,7,0,3,3
3905,391,166,20,15,7,5,1,3,0
3906,391,36,25,23,2,3,1,3,0
3907,391,268,21,23,8,2,3,0,0
3908,391,364,36,10,6,3,5,1,5
3909,391,130,35,5,1,2,2,1,0
3910,391,232,23,27,15,11,2,0,6
3911,392,369,40,25,7,3,0,0,2
3912,392,138,27,20,7,5,3,1,6
3913,392,264,38,31,10,3,5,0,6
3914,392,313,31,18,7,3,3,2,4
3915,392,309,19,9,11,2,5,4,3
3916,392,194,17,26,12,3,5,4,1
3917,392,253,37,5,6,2,1,0,3
3918,392,359,39,34,1,7,0,0,4
3919,392,311,19,7,10,5,3,2,6
3920,392,256,36,7,4,12,2,0,1
3921,393,32,15,6,15,9,5,0,4
3922,393,88,24,19,10,10,2,3,3
3923,393,129,38,26,12,2,2,1,3
3924,393,395,29,8,3,7,0,1,0
3925,393,47,22,21,11,11,3,2,0
3926,393,301,40,13,6,0,0,1,1
3927,393,220,24,13,4,3,3,0,3
3928,393,247,27,21,7,3,5,1,5
3929,393,231,40,24,2,12,4,4,4
3930,393,293,29,12,2,1,0,2,1
3931,394,305,40,15,1,6,3,3,5
3932,394,87,23,10,1,10,5,0,5
3933,394,271,39,7,15,12,5,1,0
3934,394,353,16,6,1,9,0,0,5
3935,394,5,39,18,12,0,0,2,1
3936,394,312,27,28,12,11,2,0,0
3937,394,50,21,24,6,7,5,1,1
3938,394,159,29,35,7,9,1,4,0
3939,394,273,20,23,6,2,2,2,4
3940,394,164,32,3,15,12,3,4,6
3941,395,393,30,27,10,4,1,4,2
3942,395,391,34,12,3,4,3,1,6
3943,395,251,17,12,9,5,5,1,2
3944,395,215,29,18,2,1,3,0,5
3945,395,262,31,18,14,8,5,0,4
3946,395,188,37,19,8,10,4,2,2
3947,395,170,29,21,9,8,2,3,6
3948,395,134,34,21,9,5,0,2,1
3949,395,138,18,25,14,2,4,4,0
3950,395,272,23,10,12,11,0,3,0
3951,396,128,22,10,14,6,2,3,0
3952,396,92,39,10,6,11,4,2,2
3953,396,307,23,25,4,5,5,4,6
3954,396,66,18,15,14,2,0,3,6
3955,396,190,29,30,6,0,4,3,4
3956,396,21,32,27,5,0,5,3,2
3957,396,154,21,9,2,12,5,4,1
3958,396,148,32,12,2,8,5,1,5
3959,396,73,25,2,14,3,4,4,2
3960,396,323,32,22,10,0,2,0,3
3961,397,363,17,18,13,2,3,4,2
3962,397,121,27,28,5,1,3,3,1
3963,397,231,36,31,5,4,1,4,6
3964,397,365,18,21,8,5,3,2,0
3965,397,220,37,19,14,5,1,0,0
3966,397,174,22,18,10,5,2,2,6
3967,397,173,15,7,4,10,1,1,0
3968,397,214,34,35,9,8,0,1,0
3969,397,207,19,5,11,9,1,0,4
3970,397,57,33,35,7,0,4,1,5
3971,398,86,17,33,13,6,4,3,0
3972,398,81,40,27,6,11,4,1,4
3973,398,400,20,26,13,7,2,0,5
3974,398,37,15,2,15,7,1,2,5
3975,398,160,24,28,5,5,5,4,2
3976,398,273,17,15,11,5,1,0,0
3977,398,35,20,23,7,4,5,1,3
3978,398,333,38,18,12,6,4,1,3
3979,398,83,16,29,15,10,2,3,2
3980,398,89,24,3,6,10,0,2,4
3981,399,77,38,18,10,12,5,3,1
3982,399,380,15,24,11,5,1,1,0
3983,399,22,27,22,11,5,0,1,3
3984,399,343,34,20,11,0,2,4,6
3985,399,205,21,27,1,7,1,1,4
3986,399,279,40,28,12,8,4,4,0
3987,399,156,18,3,12,10,5,2,6
3988,399,340,38,13,11,4,2,1,0
3989,399,95,25,13,6,11,3,0,2
3990,399,41,39,8,13,12,1,3,0
3991,400,240,37,10,0,0,5,2,0
3992,400,345,20,20,0,7,4,4,1
3993,400,86,34,30,15,11,4,4,6
3994,400,266,17,5,8,8,2,4,0
3995,400,147,26,3,11,4,1,2,4
3996,400,348,18,21,15,1,2,0,5
3997,400,366,31,35,14,7,4,2,6
3998,400,254,40,6,10,11,3,4,4
3999,400,119,20,10,3,10,1,3,5
4000,400,175,39,4,2,6,4,4,2
4001,401,386,27,17,7,0,4,4,2
4002,401,11,30,8,9,1,2,4,1
4003,401,156,39,34,9,2,3,3,3
4004,401,391,29,19,3,6,2,1,6
4005,401,263,29,19,13,11,3,3,4
4006,401,220,27,20,7,6,0,0,0
4007,401,293,27,35,11,9,2,1,2
4008,401,172,17,33,3,6,4,3,2
4009,401,301,30,12,10,6,5,1,2
4010,401,102,38,15,5,5,0,0,0
4011,402,63,31,14,3,12,2,4,5
4012,402,42,39,6,8,1,0,0,0
4013,402,96,38,10,1,12,0,3,6
4014,402,337,24,31,8,11,4,0,2
4015,402,250,36,32,13,1,4,2,1
4016,402,144,20,18,10,12,5,4,1
4017,402,320,23,32,0,8,0,3,0
4018,402,6,33,13,14,8,5,2,3
4019,402,130,23,14,13,11,2,1,2
4020,402,36,23,13,9,10,3,0,1
4021,403,214,36,20,12,6,3,4,5
4022,403,57,19,2,15,12,5,1,4
4023,403,178,29,11,4,12,1,0,5
4024,403,226,31,30,0,8,3,1,1
4025,403,398,24,19,11,3,4,3,2
4026,403,30,15,14,10,6,5,4,4
4027,403,290,16,10,9,4,0,1,3
4028,403,56,31,14,13,11,1,3,4
4029,403,318,37,19,9,1,5,2,6
4030,403,335,29,5,8,4,3,2,0
4031,404,261,20,27,0,12,3,0,4
4032,404,191,39,10,7,10,4,1,0
4033,404,325,36,3,0,10,5,1,4
4034,404,384,30,2,13,10,3,4,1
4035,404,360,35,19,13,5,5,2,1
4036,404,35,19,34,3,6,4,0,1
4037,404,291,40,22,6,12,1,1,1
4038,404,89,20,33,4,3,2,2,1
4039,404,97,23,6,12,0,4,1,4
4040,404,83,31,7,8,12,4,4,5
4041,405,305,36,12,6,10,1,1,1
4042,405,161,31,21,13,12,3,0,4
4043,405,289,33,30,2,0,4,0,6
4044,405,331,31,27,6,2,0,1,5
4045,405,87,22,30,10,11,5,1,0
4046,405,372,23,30,4,2,3,0,5
4047,405,149,16,18,15,12,2,2,1
4048,405,200,20,23,14,3,0,1,3
4049,405,337,23,34,11,10,0,4,1
4050,405,157,40,30,8,3,1,0,6
4051,406,28,22,2,14,7,1,3,5
4052,406,152,36,26,15,12,2,4,2
4053,406,129,33,35,14,7,0,2,3
4054,406,395,22,16,7,5,1,4,1
4055,406,107,30,4,5,3,4,4,2
4056,406,356,34,20,14,6,0,4,1
4057,406,334,29,35,3,2,5,0,3
4058,406,16,34,27,4,4,4,0,4
4059,406,236,40,24,5,2,2,1,6
4060,406,238,29,22,13,1,3,1,3
4061,407,71,37,3,2,1,3,2,5
4062,407,43,25,23,12,7,3,2,3
4063,407,61,22,25,3,0,3,3,5
4064,407,282,24,21,8,11,4,4,6
4065,407,352,31,4,15,1,5,3,3
4066,407,329,15,12,9,12,4,1,1
4067,407,363,36,2,0,8,1,1,2
4068,407,365,18,32,3,12,2,2,6
4069,407,102,36,3,6,9,5,1,0
4070,407,121,39,16,0,3,2,2,1
4071,408,121,19,25,0,12,2,4,4
4072,408,180,35,8,15,11,2,4,6
4073,408,301,33,31,7,2,5,1,5
4074,408,365,33,10,15,8,0,4,4
4075,408,102,19,35,7,12,5,4,6
4076,408,241,35,4,13,2,0,2,3
4077,408,171,29,28,6,0,1,4,0
4078,408,139,27,6,8,8,3,3,0
4079,408,273,29,26,13,4,2,2,4
4080,408,83,17,9,11,1,0,0,2
4081,409,90,25,31,7,0,5,0,4
4082,409,381,38,4,15,2,2,4,2
4083,409,44,20,16,0,2,1,3,6
4084,409,206,20,33,11,2,0,2,6
4085,409,103,20,33,4,3,0,0,5
4086,409,155,27,26,7,8,1,3,3
4087,409,153,29,25,14,2,3,3,3
4088,409,159,18,34,8,6,0,2,1
4089,409,58,37,21,12,11,2,3,2
4090,409,333,39,5,12,12,4,1,2
4091,410,368,28,20,12,12,1,4,1
4092,410,283,33,7,15,7,1,3,6
4093,410,359,15,22,7,12,4,0,4
4094,410,342,17,7,0,0,0,3,6
4095,410,40,37,32,7,1,4,1,5
4096,410,293,33,33,1,3,1,1,2
4097,410,172,16,34,2,9,1,1,4
4098,410,329,36,11,5,7,2,2,6
4099,410,198,26,18,11,11,2,2,3
4100,410,102,20,30,15,11,4,1,2
4101,411,203,24,3,13,6,4,3,3
4102,411,301,33,18,4,0,5,3,0
4103,411,365,21,32,13,9,4,1,1
4104,411,110,29,26,2,8,1,2,5
4105,411,180,34,15,0,8,3,4,6
4106,411,376,31,6,5,1,1,3,1
4107,411,75,25,9,11,6,3,0,0
4108,411,267,20,26,5,2,5,2,6
4109,411,78,38,8,6,3,2,3,1
4110,411,134,40,34,9,4,1,3,5
4111,412,193,38,8,5,5,5,1,0
4112,412,389,16,18,7,2,0,4,0
4113,412,392,32,12,3,2,2,3,4
4114,412,235,27,28,13,12,5,3,4
4115,412,17,21,3,6,1,3,1,4
4116,412,355,30,24,2,3,3,3,5
4117,412,149,32,18,3,4,5,0,5
4118,412,62,34,26,15,9,4,0,4
4119,412,280,24,22,2,9,1,0,4
4120,412,106,38,19,13,5,1,4,2
4121,413,32,32,20,11,10,4,1,5
4122,413,107,23,5,3,0,3,2,6
4123,413,28,20,30,15,2,1,2,3
4124,413,47,40,22,1,2,1,2,4
4125,413,88,22,9,5,12,1,3,1
4126,413,309,39,25,10,10,0,1,5
4127,413,264,15,30,10,8,1,2,2
4128,413,369,40,29,15,7,1,1,4
4129,413,170,27,30,15,8,1,4,0
4130,413,272,29,22,2,6,1,4,0
4131,414,221,24,2,1,7,1,3,5
4132,414,239,19,12,3,7,3,2,4
4133,414,86,15,15,12,1,2,2,2
4134,414,266,23,3,5,9,0,4,2
4135,414,327,27,23,0,10,2,4,2
4136,414,398,33,13,4,8,1,2,5
4137,414,174,27,4,4,2,4,1,2
4138,414,54,17,7,15,12,2,4,5
4139,414,178,27,14,13,9,1,4,5
4140,414,73,16,24,8,6,0,3,0
4141,415,190,26,14,2,7,1,3,6
4142,415,128,17,4,8,5,3,1,5
4143,415,243,17,18,14,10,4,3,0
4144,415,69,39,13,13,5,0,4,4
4145,415,288,37,33,11,5,4,2,1
4146,415,179,17,29,13,8,5,0,4
4147,415,260,27,23,2,1,4,4,6
4148,415,314,31,30,9,10,2,3,1
4149,415,212,40,13,2,7,5,3,4
4150,415,184,39,22,9,5,3,2,3
4151,416,386,31,23,10,8,5,4,5
4152,416,262,21,21,11,6,2,1,1
4153,416,11,29,25,9,1,0,2,3
4154,416,219,26,11,15,7,0,0,5
4155,416,13,26,26,5,6,3,4,4
4156,416,332,29,11,0,0,4,2,2
4157,416,7,27,17,3,6,5,2,5
4158,416,4,28,4,12,10,3,2,4
4159,416,122,39,14,5,3,3,2,2
4160,416,23,37,15,6,11,1,1,5
4161,417,32,26,20,10,9,5,1,4
4162,417,107,40,13,0,12,3,3,3
4163,417,298,25,15,8,7,4,3,5
4164,417,395,39,7,1,9,0,0,1
4165,417,129,32,7,0,0,0,1,1
4166,417,293,32,2,12,12,2,2,5
4167,417,247,34,6,12,2,3,3,6
4168,417,383,28,24,0,2,5,4,6
4169,417,110,24,12,11,0,0,1,1
4170,417,180,33,9,11,3,2,1,3
4171,418,116,33,31,12,11,3,0,3
4172,418,260,20,20,4,9,1,1,4
4173,418,98,15,9,1,12,3,0,0
4174,418,179,29,31,9,4,3,0,4
4175,418,15,22,20,12,4,4,0,3
4176,418,333,39,14,3,2,1,1,0
4177,418,164,25,16,8,9,3,3,1
4178,418,35,18,33,9,1,5,0,6
4179,418,217,39,16,14,5,0,2,0
4180,418,241,27,19,13,11,3,4,5
4181,419,382,37,31,6,10,1,3,4
4182,419,368,27,4,5,12,4,2,5
4183,419,109,34,28,6,5,2,2,5
4184,419,117,36,3,2,2,0,4,5
4185,419,230,40,7,8,10,4,4,2
4186,419,34,22,2,2,12,4,3,2
4187,419,116,23,33,1,5,4,2,2
4188,419,105,26,8,8,5,1,0,0
4189,419,303,19,4,6,8,4,3,0
4190,419,125,35,30,2,3,5,3,0
4191,420,201,16,20,13,8,3,4,3
4192,420,60,26,11,2,0,0,4,2
4193,420,45,32,29,10,4,1,2,5
4194,420,46,25,29,12,2,1,1,4
4195,420,24,16,22,8,4,0,3,0
4196,420,38,21,11,6,11,5,3,6
4197,420,229,33,4,14,0,3,2,5
4198,420,367,31,33,4,11,1,2,6
4199,420,245,31,14,10,1,3,2,5
4200,420,258,19,5,9,7,3,0,0
4201,421,157,36,30,12,2,3,1,1
4202,421,246,26,23,6,8,1,3,6
4203,421,106,38,21,6,8,1,1,5
4204,421,346,27,12,4,5,0,3,6
4205,421,42,40,15,9,8,1,3,1
4206,421,397,23,28,8,6,3,2,6
4207,421,113,15,17,1,12,4,2,5
4208,421,165,24,7,10,11,1,0,1
4209,421,1,33,33,3,0,0,0,2
4210,421,36,39,19,6,3,0,2,6
4211,422,62,16,28,0,0,5,4,3
4212,422,265,27,34,9,10,4,3,2
4213,422,250,25,35,9,2,1,2,1
4214,422,135,29,30,12,8,2,3,2
4215,422,149,26,29,9,4,1,4,1
4216,422,278,21,11,11,2,5,3,6
4217,422,208,29,21,8,2,1,1,0
4218,422,1,28,26,1,9,2,1,1
4219,422,36,31,8,8,9,4,3,0
4220,422,358,37,20,5,11,0,1,5
4221,423,178,22,9,5,4,0,2,4
4222,423,252,22,35,12,11,1,3,1
4223,423,323,39,16,2,7,2,2,1
4224,423,154,21,31,6,10,2,3,3
4225,423,174,35,29,6,0,5,3,2
4226,423,294,40,29,11,4,5,3,6
4227,423,236,34,6,11,10,5,4,4
4228,423,390,30,16,0,10,1,3,6
4229,423,80,31,22,3,4,5,2,5
4230,423,248,19,35,6,6,4,3,3
4231,424,51,15,22,12,1,0,2,6
4232,424,358,26,25,3,0,3,2,6
4233,424,1,34,9,12,12,4,3,0
4234,424,268,17,25,0,1,3,0,5
4235,424,208,31,30,4,9,3,0,6
4236,424,52,35,9,11,12,3,1,5
4237,424,86,23,13,1,6,0,2,5
4238,424,239,17,8,12,9,3,3,4
4239,424,281,15,23,8,3,2,1,6
