item_id,order_id,product_id,quantity,unit_price,discount,line_total
698,231,49,2,86.84,0.0,173.68
699,231,50,2,249.64,99.86,399.42
700,231,61,2,60.1,6.01,114.19
701,231,34,3,237.5,0.0,712.5
702,232,56,2,117.94,0.0,235.88
703,232,35,1,291.83,0.0,291.83
704,232,43,3,31.69,9.51,85.56
705,233,25,3,116.62,0.0,349.86
706,233,67,3,274.67,0.0,824.01
707,233,44,1,78.65,0.0,78.65
708,233,24,2,142.0,0.0,284.0
709,233,41,3,270.2,0.0,810.6
710,234,5,3,69.57,0.0,208.71
711,234,4,1,219.13,21.91,197.22
712,235,17,2,80.89,24.27,137.51
713,236,38,3,285.78,42.87,814.47
714,236,60,2,135.61,54.24,216.98
715,236,10,2,231.18,69.35,393.01
716,237,49,2,86.84,0.0,173.68
717,238,9,1,122.17,18.33,103.84
718,238,63,2,154.67,0.0,309.34
719,238,26,1,76.23,7.62,68.61
720,238,51,2,53.0,0.0,106.0
721,239,14,1,90.46,9.05,81.41
722,239,5,3,69.57,0.0,208.71
723,239,10,2,231.18,0.0,462.36
724,240,35,3,291.83,0.0,875.49
725,240,20,3,161.66,72.75,412.23
726,240,43,2,31.69,3.17,60.21
727,240,51,2,53.0,5.3,100.7
728,241,16,2,99.94,29.98,169.9
729,241,73,2,61.06,6.11,116.01
730,241,69,1,26.98,4.05,22.93
731,241,46,3,31.65,0.0,94.95
732,242,38,1,285.78,14.29,271.49
733,242,26,3,76.23,0.0,228.69
734,242,23,2,28.51,8.55,48.47
735,242,71,2,87.28,0.0,174.56
736,243,18,1,25.95,0.0,25.95
737,243,5,3,69.57,20.87,187.84
738,244,64,1,121.06,0.0,121.06
739,244,69,2,26.98,0.0,53.96
740,244,58,2,271.71,108.68,434.74
741,245,59,1,45.52,0.0,45.52
742,245,69,3,26.98,0.0,80.94
743,245,20,2,161.66,48.5,274.82
744,245,75,1,173.44,8.67,164.77
745,245,30,3,249.53,0.0,748.59
746,246,40,1,292.03,14.6,277.43
747,247,64,3,121.06,72.64,290.54
748,248,52,3,24.19,7.26,65.31
749,248,42,3,292.61,0.0,877.83
750,248,16,2,99.94,39.98,159.9
751,249,36,1,230.53,46.11,184.42
752,250,32,1,264.32,52.86,211.46
753,250,75,3,173.44,52.03,468.29
754,250,6,2,197.38,78.95,315.81
755,250,18,1,25.95,0.0,25.95
756,251,37,1,77.56,11.63,65.93
757,251,54,2,37.46,7.49,67.43
758,251,61,2,60.1,6.01,114.19
759,251,17,1,80.89,0.0,80.89
760,251,27,3,80.91,36.41,206.32
761,252,39,2,40.14,4.01,76.27
762,253,47,3,55.06,16.52,148.66
763,254,7,1,121.9,18.29,103.61
764,254,25,2,116.62,11.66,221.58
765,254,15,1,165.54,0.0,165.54
766,255,33,1,35.04,5.26,29.78
767,255,43,1,31.69,3.17,28.52
768,255,59,1,45.52,0.0,45.52
769,255,6,1,197.38,9.87,187.51
770,256,75,3,173.44,78.05,442.27
771,256,42,2,292.61,0.0,585.22
772,256,54,1,37.46,0.0,37.46
773,256,26,1,76.23,0.0,76.23
774,257,10,3,231.18,34.68,658.86
775,257,61,1,60.1,3.01,57.09
776,258,48,3,165.41,0.0,496.23
777,258,18,2,25.95,0.0,51.9
778,258,59,2,45.52,0.0,91.04
779,258,25,1,116.62,17.49,99.13
780,259,54,2,37.46,7.49,67.43
781,259,22,1,233.7,46.74,186.96
782,259,44,3,78.65,23.59,212.36
783,259,29,1,75.1,7.51,67.59
784,260,28,1,280.03,42.0,238.03
785,260,61,2,60.1,18.03,102.17
786,260,60,1,135.61,0.0,135.61
787,260,36,2,230.53,23.05,438.01
788,261,1,1,259.38,12.97,246.41
789,261,54,3,37.46,5.62,106.76
790,261,6,2,197.38,78.95,315.81
791,261,61,3,60.1,36.06,144.24
792,261,65,1,82.24,4.11,78.13
793,262,28,1,280.03,42.0,238.03
794,262,17,1,80.89,0.0,80.89
795,262,46,2,31.65,9.49,53.81
796,262,38,2,285.78,0.0,571.56
797,263,18,3,25.95,3.89,73.96
798,263,52,3,24.19,10.89,61.68
799,263,24,1,142.0,28.4,113.6
800,263,48,3,165.41,0.0,496.23
801,264,35,3,291.83,0.0,875.49
802,264,70,3,299.88,0.0,899.64
803,264,74,3,275.04,0.0,825.12
804,264,27,3,80.91,36.41,206.32
805,265,6,3,197.38,88.82,503.32
806,265,47,1,55.06,0.0,55.06
807,265,23,2,28.51,0.0,57.02
808,265,72,3,176.94,0.0,530.82
809,265,9,3,122.17,18.33,348.18
810,266,42,2,292.61,58.52,526.7
811,266,46,3,31.65,4.75,90.2
812,267,65,3,82.24,24.67,222.05
813,267,68,3,102.46,61.48,245.9
814,267,16,3,99.94,0.0,299.82
815,267,61,2,60.1,12.02,108.18
816,268,59,1,45.52,2.28,43.24
817,268,12,1,156.91,0.0,156.91
818,269,64,1,121.06,12.11,108.95
819,269,20,3,161.66,0.0,484.98
820,270,45,2,213.2,0.0,426.4
821,270,54,1,37.46,0.0,37.46
822,270,57,1,85.05,17.01,68.04
823,270,3,3,81.85,36.83,208.72
824,271,63,2,154.67,15.47,293.87
825,271,68,2,102.46,20.49,184.43
826,271,71,1,87.28,17.46,69.82
827,272,37,2,77.56,0.0,155.12
828,272,7,2,121.9,0.0,243.8
829,272,19,3,13.66,0.0,40.98
830,273,21,1,46.8,0.0,46.8
831,273,31,2,62.0,12.4,111.6
832,274,5,2,69.57,13.91,125.23
833,274,41,1,270.2,27.02,243.18
834,274,45,2,213.2,0.0,426.4
835,274,19,1,13.66,0.68,12.98
836,274,48,2,165.41,66.16,264.66
837,275,65,3,82.24,0.0,246.72
838,275,43,3,31.69,14.26,80.81
839,275,38,2,285.78,0.0,571.56
840,275,61,3,60.1,0.0,180.3
841,275,74,3,275.04,41.26,783.86
842,276,52,3,24.19,14.51,58.06
843,277,25,1,116.62,0.0,116.62
844,277,75,1,173.44,17.34,156.1
845,277,68,2,102.46,30.74,174.18
846,277,29,3,75.1,0.0,225.3
847,277,36,3,230.53,34.58,657.01
848,278,47,2,55.06,0.0,110.12
849,279,45,3,213.2,0.0,639.6
850,279,40,1,292.03,43.8,248.23
851,279,58,2,271.71,81.51,461.91
852,280,54,1,37.46,0.0,37.46
853,280,18,2,25.95,10.38,41.52
854,280,12,3,156.91,0.0,470.73
855,280,19,1,13.66,1.37,12.29
856,281,23,1,28.51,0.0,28.51
857,281,72,1,176.94,35.39,141.55
858,281,60,2,135.61,0.0,271.22
859,281,73,3,61.06,9.16,174.02
860,282,60,2,135.61,0.0,271.22
861,282,29,3,75.1,45.06,180.24
862,282,4,3,219.13,32.87,624.52
863,282,1,1,259.38,38.91,220.47
864,282,20,3,161.66,0.0,484.98
865,283,4,2,219.13,21.91,416.35
866,283,16,1,99.94,9.99,89.95
867,284,16,1,99.94,19.99,79.95
868,284,48,2,165.41,0.0,330.82
869,284,66,3,236.75,0.0,710.25
870,284,74,1,275.04,0.0,275.04
871,285,47,1,55.06,0.0,55.06
872,285,54,2,37.46,7.49,67.43
873,285,46,3,31.65,0.0,94.95
874,286,22,3,233.7,0.0,701.1
875,287,13,2,213.52,85.41,341.63
876,287,69,1,26.98,0.0,26.98
877,287,75,1,173.44,17.34,156.1
878,288,14,1,90.46,9.05,81.41
879,288,28,1,280.03,56.01,224.02
880,289,71,1,87.28,17.46,69.82
881,289,15,1,165.54,0.0,165.54
882,289,54,2,37.46,0.0,74.92
883,289,59,2,45.52,13.66,77.38
884,289,10,2,231.18,0.0,462.36
885,290,39,3,40.14,24.08,96.34
886,290,4,1,219.13,0.0,219.13
887,291,27,1,80.91,4.05,76.86
888,291,17,3,80.89,48.53,194.14
889,292,6,3,197.38,59.21,532.93
890,292,26,3,76.23,0.0,228.69
891,292,14,2,90.46,0.0,180.92
892,292,5,2,69.57,0.0,139.14
893,293,27,3,80.91,0.0,242.73
894,294,75,1,173.44,34.69,138.75
895,294,45,3,213.2,127.92,511.68
896,294,46,3,31.65,9.5,85.45
897,295,68,1,102.46,15.37,87.09
898,296,13,1,213.52,21.35,192.17
899,297,24,2,142.0,14.2,269.8
900,298,16,3,99.94,0.0,299.82
901,298,60,2,135.61,54.24,216.98
902,298,15,2,165.54,49.66,281.42
903,299,15,3,165.54,74.49,422.13
904,299,50,2,249.64,74.89,424.39
905,299,37,2,77.56,0.0,155.12
906,299,59,3,45.52,6.83,129.73
907,300,23,3,28.51,0.0,85.53
908,300,2,2,180.97,18.1,343.84
909,300,63,3,154.67,69.6,394.41
910,301,14,2,90.46,0.0,180.92
911,301,22,3,233.7,140.22,560.88
912,301,9,2,122.17,0.0,244.34
913,301,47,1,55.06,11.01,44.05
914,301,26,2,76.23,22.87,129.59
915,302,35,3,291.83,0.0,875.49
916,302,52,1,24.19,4.84,19.35
917,302,46,2,31.65,0.0,63.3
918,302,61,1,60.1,0.0,60.1
919,302,63,2,154.67,15.47,293.87
920,303,9,2,122.17,36.65,207.69
921,304,39,1,40.14,6.02,34.12
922,304,13,3,213.52,128.11,512.45
923,305,65,3,82.24,24.67,222.05
924,305,34,1,237.5,47.5,190.0
925,305,70,1,299.88,14.99,284.89
926,305,44,1,78.65,3.93,74.72
927,306,5,1,69.57,6.96,62.61
928,307,50,3,249.64,112.34,636.58
929,307,63,2,154.67,46.4,262.94
930,307,15,3,165.54,74.49,422.13
931,308,8,3,267.72,120.47,682.69
932,308,51,2,53.0,21.2,84.8
933,308,34,2,237.5,0.0,475.0
934,308,64,1,121.06,0.0,121.06
935,308,49,3,86.84,0.0,260.52
936,309,44,2,78.65,0.0,157.3
937,310,32,3,264.32,0.0,792.96
938,310,31,3,62.0,0.0,186.0
939,311,42,3,292.61,43.89,833.94
940,311,5,2,69.57,0.0,139.14
941,311,59,3,45.52,6.83,129.73
942,311,55,3,27.87,0.0,83.61
943,311,73,2,61.06,6.11,116.01
944,312,27,2,80.91,8.09,153.73
945,313,56,3,117.94,70.76,283.06
946,313,26,1,76.23,15.25,60.98
947,313,64,3,121.06,0.0,363.18
948,314,29,3,75.1,0.0,225.3
949,314,12,2,156.91,0.0,313.82
950,314,75,3,173.44,104.06,416.26
951,314,13,3,213.52,32.03,608.53
952,315,65,3,82.24,24.67,222.05
953,315,39,2,40.14,0.0,80.28
954,315,56,2,117.94,11.79,224.09
955,316,24,1,142.0,21.3,120.7
956,316,3,3,81.85,12.28,233.27
957,316,67,2,274.67,82.4,466.94
958,316,74,3,275.04,165.02,660.1
959,316,64,3,121.06,72.64,290.54
960,317,47,1,55.06,0.0,55.06
961,317,60,1,135.61,20.34,115.27
962,318,53,2,286.1,85.83,486.37
963,318,35,1,291.83,0.0,291.83
964,319,4,2,219.13,21.91,416.35
965,319,32,2,264.32,52.86,475.78
966,320,35,1,291.83,0.0,291.83
967,320,18,2,25.95,7.78,44.12
968,321,3,3,81.85,0.0,245.55
969,321,8,1,267.72,13.39,254.33
970,321,11,2,29.57,8.87,50.27
971,321,41,3,270.2,0.0,810.6
972,322,65,2,82.24,8.22,156.26
973,322,16,1,99.94,0.0,99.94
974,322,67,3,274.67,0.0,824.01
975,322,75,2,173.44,0.0,346.88
976,322,68,3,102.46,46.11,261.27
977,323,19,1,13.66,0.0,13.66
978,323,14,2,90.46,9.05,171.87
979,324,48,2,165.41,49.62,281.2
980,324,15,1,165.54,0.0,165.54
981,324,41,1,270.2,0.0,270.2
982,324,70,2,299.88,89.96,509.8
983,324,55,2,27.87,11.15,44.59
984,325,7,3,121.9,73.14,292.56
985,326,16,2,99.94,9.99,189.89
986,326,69,1,26.98,1.35,25.63
987,326,31,2,62.0,0.0,124.0
988,327,41,1,270.2,54.04,216.16
989,327,53,2,286.1,28.61,543.59
990,327,5,3,69.57,10.44,198.27
991,327,36,2,230.53,69.16,391.9
992,328,9,2,122.17,36.65,207.69
993,328,46,1,31.65,6.33,25.32
994,328,54,1,37.46,5.62,31.84
995,328,71,3,87.28,0.0,261.84
996,328,42,3,292.61,43.89,833.94
997,329,74,1,275.04,0.0,275.04
998,329,11,3,29.57,13.31,75.4
999,329,15,3,165.54,99.32,397.3
1000,330,62,3,266.18,79.85,718.69
1001,330,18,2,25.95,10.38,41.52
1002,330,34,2,237.5,0.0,475.0
1003,330,23,1,28.51,1.43,27.08
1004,331,3,3,81.85,24.56,220.99
1005,331,72,3,176.94,0.0,530.82
1006,332,52,3,24.19,3.63,68.94
1007,333,73,1,61.06,9.16,51.9
1008,333,16,3,99.94,14.99,284.83
1009,334,25,2,116.62,34.99,198.25
1010,334,35,2,291.83,29.18,554.48
1011,335,25,2,116.62,46.65,186.59
1012,335,54,1,37.46,0.0,37.46
1013,335,24,2,142.0,0.0,284.0
1014,336,59,2,45.52,13.66,77.38
1015,336,11,2,29.57,8.87,50.27
1016,336,2,1,180.97,27.15,153.82
1017,336,61,2,60.1,18.03,102.17
1018,336,18,2,25.95,7.78,44.12
1019,337,43,1,31.69,1.58,30.11
1020,338,1,2,259.38,51.88,466.88
1021,339,17,3,80.89,0.0,242.67
1022,339,72,2,176.94,0.0,353.88
1023,339,6,3,197.38,29.61,562.53
1024,340,56,1,117.94,0.0,117.94
1025,340,19,2,13.66,5.46,21.86
1026,340,34,2,237.5,71.25,403.75
1027,340,15,2,165.54,16.55,314.53
1028,340,41,2,270.2,0.0,540.4
1029,341,63,3,154.67,69.6,394.41
1030,341,20,2,161.66,0.0,323.32
1031,341,72,1,176.94,0.0,176.94
1032,342,60,1,135.61,6.78,128.83
1033,342,56,1,117.94,5.9,112.04
1034,343,19,1,13.66,0.0,13.66
1035,344,35,3,291.83,175.1,700.39
1036,344,73,3,61.06,0.0,183.18
1037,344,75,2,173.44,0.0,346.88
1038,344,28,1,280.03,56.01,224.02
1039,344,1,2,259.38,77.81,440.95
1040,345,51,2,53.0,10.6,95.4
1041,346,59,1,45.52,6.83,38.69
1042,346,35,3,291.83,43.77,831.72
1043,346,1,2,259.38,77.81,440.95
1044,346,43,3,31.69,19.01,76.06
1045,347,42,3,292.61,87.78,790.05
1046,347,8,2,267.72,0.0,535.44
1047,347,10,2,231.18,0.0,462.36
1048,348,3,1,81.85,0.0,81.85
1049,349,16,2,99.94,39.98,159.9
1050,349,39,2,40.14,12.04,68.24
1051,350,48,3,165.41,0.0,496.23
1052,351,55,3,27.87,4.18,79.43
1053,351,12,1,156.91,0.0,156.91
1054,351,48,3,165.41,0.0,496.23
1055,351,24,2,142.0,42.6,241.4
1056,351,56,1,117.94,17.69,100.25
1057,352,38,2,285.78,28.58,542.98
1058,353,32,2,264.32,52.86,475.78
1059,353,67,1,274.67,27.47,247.2
1060,353,55,1,27.87,0.0,27.87
1061,354,73,1,61.06,12.21,48.85
1062,354,33,3,35.04,0.0,105.12
1063,354,46,1,31.65,4.75,26.9
1064,354,75,3,173.44,26.02,494.3
1065,355,39,3,40.14,24.08,96.34
1066,355,41,2,270.2,0.0,540.4
1067,355,59,1,45.52,0.0,45.52
1068,355,58,1,271.71,0.0,271.71
1069,356,3,1,81.85,12.28,69.57
1070,356,1,2,259.38,25.94,492.82
1071,356,51,3,53.0,7.95,151.05
1072,356,15,3,165.54,74.49,422.13
1073,356,2,3,180.97,81.44,461.47
1074,357,51,1,53.0,0.0,53.0
1075,357,39,1,40.14,0.0,40.14
1076,357,12,1,156.91,31.38,125.53
1077,358,62,3,266.18,0.0,798.54
1078,358,19,2,13.66,5.46,21.86
1079,359,61,1,60.1,0.0,60.1
1080,359,55,1,27.87,0.0,27.87
1081,360,32,1,264.32,0.0,264.32
1082,360,26,1,76.23,0.0,76.23
1083,360,38,3,285.78,171.47,685.87
1084,360,73,3,61.06,9.16,174.02
1085,360,51,2,53.0,21.2,84.8
1086,361,5,2,69.57,13.91,125.23
1087,361,63,3,154.67,69.6,394.41
1088,361,52,3,24.19,10.89,61.68
1089,362,74,2,275.04,82.51,467.57
1090,362,41,2,270.2,27.02,513.38
1091,362,71,1,87.28,4.36,82.92
1092,362,9,3,122.17,54.98,311.53
1093,363,25,2,116.62,0.0,233.24
1094,363,61,3,60.1,0.0,180.3
1095,363,45,3,213.2,95.94,543.66
1096,364,17,3,80.89,36.4,206.27
1097,364,38,3,285.78,0.0,857.34
1098,364,50,2,249.64,99.86,399.42
1099,364,54,1,37.46,3.75,33.71
1100,365,17,3,80.89,12.13,230.54
1101,365,23,1,28.51,5.7,22.81
1102,365,26,2,76.23,7.62,144.84
1103,365,21,2,46.8,0.0,93.6
1104,366,46,3,31.65,0.0,94.95
1105,366,21,1,46.8,0.0,46.8
1106,366,23,2,28.51,0.0,57.02
1107,367,44,3,78.65,0.0,235.95
1108,367,46,1,31.65,6.33,25.32
1109,367,6,3,197.38,118.43,473.71
1110,368,59,1,45.52,4.55,40.97
1111,368,15,1,165.54,0.0,165.54
1112,368,14,3,90.46,0.0,271.38
1113,368,72,1,176.94,0.0,176.94
1114,369,64,1,121.06,0.0,121.06
1115,369,13,1,213.52,10.68,202.84
1116,369,20,2,161.66,64.66,258.66
1117,369,47,1,55.06,0.0,55.06
1118,369,43,2,31.69,0.0,63.38
1119,370,47,2,55.06,22.02,88.1
1120,370,32,1,264.32,0.0,264.32
1121,370,20,2,161.66,16.17,307.15
1122,370,68,2,102.46,10.25,194.67
1123,371,2,1,180.97,0.0,180.97
1124,371,67,2,274.67,0.0,549.34
1125,372,20,3,161.66,0.0,484.98
1126,373,39,3,40.14,12.04,108.38
1127,373,41,1,270.2,40.53,229.67
1128,373,45,2,213.2,21.32,405.08
1129,373,2,3,180.97,0.0,542.91
1130,373,36,3,230.53,69.16,622.43
1131,374,26,3,76.23,0.0,228.69
1132,374,39,2,40.14,12.04,68.24
1133,374,11,3,29.57,13.31,75.4
1134,374,5,1,69.57,6.96,62.61
1135,375,67,1,274.67,0.0,274.67
1136,375,44,3,78.65,23.59,212.36
1137,375,21,2,46.8,0.0,93.6
1138,376,48,2,165.41,49.62,281.2
1139,377,58,2,271.71,54.34,489.08
1140,378,73,2,61.06,18.32,103.8
1141,378,69,3,26.98,8.09,72.85
1142,378,30,3,249.53,0.0,748.59
1143,378,45,3,213.2,31.98,607.62
1144,378,39,3,40.14,18.06,102.36
1145,379,59,3,45.52,6.83,129.73
1146,379,13,2,213.52,0.0,427.04
1147,379,19,1,13.66,0.0,13.66
1148,380,68,3,102.46,61.48,245.9
1149,380,52,2,24.19,9.68,38.7
1150,380,72,2,176.94,35.39,318.49
1151,381,54,1,37.46,1.87,35.59
1152,381,21,3,46.8,7.02,133.38
1153,381,19,1,13.66,2.05,11.61
1154,381,65,3,82.24,49.34,197.38
1155,382,21,3,46.8,0.0,140.4
1156,383,74,3,275.04,0.0,825.12
1157,383,38,1,285.78,0.0,285.78
1158,383,6,2,197.38,0.0,394.76
1159,384,54,2,37.46,0.0,74.92
1160,384,7,1,121.9,0.0,121.9
1161,385,54,2,37.46,7.49,67.43
1162,386,61,3,60.1,9.02,171.28
1163,386,17,2,80.89,24.27,137.51
1164,386,18,2,25.95,0.0,51.9
1165,386,65,3,82.24,0.0,246.72
1166,387,51,3,53.0,0.0,159.0
1167,387,44,3,78.65,11.8,224.15
1168,388,74,3,275.04,165.02,660.1
1169,389,25,3,116.62,34.99,314.87
1170,390,65,1,82.24,0.0,82.24
1171,390,3,2,81.85,32.74,130.96
1172,390,16,1,99.94,0.0,99.94
1173,390,69,3,26.98,16.19,64.75
1174,391,52,1,24.19,0.0,24.19
1175,391,6,2,197.38,0.0,394.76
1176,391,63,2,154.67,0.0,309.34
1177,392,70,1,299.88,0.0,299.88
1178,393,53,3,286.1,0.0,858.3
1179,393,22,1,233.7,0.0,233.7
1180,393,8,3,267.72,0.0,803.16
1181,394,34,1,237.5,0.0,237.5
1182,394,49,1,86.84,17.37,69.47
1183,394,16,3,99.94,29.98,269.84
1184,395,35,1,291.83,0.0,291.83
1185,396,30,3,249.53,112.29,636.3
1186,396,3,1,81.85,0.0,81.85
1187,396,35,3,291.83,131.32,744.17
1188,396,71,1,87.28,0.0,87.28
1189,397,27,1,80.91,8.09,72.82
1190,397,19,2,13.66,2.73,24.59
1191,397,48,2,165.41,0.0,330.82
1192,397,70,1,299.88,59.98,239.9
1193,397,22,2,233.7,93.48,373.92
1194,398,62,2,266.18,53.24,479.12
1195,399,75,2,173.44,0.0,346.88
1196,399,66,1,236.75,35.51,201.24
1197,400,18,3,25.95,7.79,70.06
1198,401,34,1,237.5,35.62,201.88
1199,401,58,2,271.71,0.0,543.42
1200,401,35,1,291.83,14.59,277.24
1201,402,61,1,60.1,0.0,60.1
1202,403,51,3,53.0,0.0,159.0
1203,403,69,3,26.98,4.05,76.89
1204,403,11,3,29.57,0.0,88.71
1205,403,10,2,231.18,92.47,369.89
1206,404,16,2,99.94,0.0,199.88
1207,405,46,3,31.65,14.24,80.71
1208,405,25,2,116.62,46.65,186.59
1209,405,12,3,156.91,0.0,470.73
1210,406,27,1,80.91,16.18,64.73
1211,406,1,2,259.38,51.88,466.88
1212,406,26,3,76.23,11.43,217.26
1213,406,51,1,53.0,5.3,47.7
1214,407,73,3,61.06,36.64,146.54
1215,407,23,1,28.51,2.85,25.66
1216,407,9,3,122.17,73.3,293.21
1217,407,17,2,80.89,0.0,161.78
1218,407,34,3,237.5,0.0,712.5
1219,408,55,3,27.87,12.54,71.07
1220,409,16,2,99.94,0.0,199.88
1221,409,67,3,274.67,164.8,659.21
1222,409,60,1,135.61,20.34,115.27
1223,410,41,2,270.2,0.0,540.4
1224,410,1,3,259.38,155.63,622.51
1225,410,51,1,53.0,7.95,45.05
1226,410,25,1,116.62,17.49,99.13
1227,411,40,1,292.03,14.6,277.43
1228,411,9,2,122.17,48.87,195.47
1229,411,13,1,213.52,21.35,192.17
1230,412,7,1,121.9,0.0,121.9
1231,412,43,3,31.69,9.51,85.56
1232,412,67,2,274.67,109.87,439.47
1233,413,5,2,69.57,0.0,139.14
1234,414,39,3,40.14,18.06,102.36
1235,415,38,2,285.78,28.58,542.98
1236,416,2,3,180.97,54.29,488.62
1237,416,59,1,45.52,0.0,45.52
1238,416,50,3,249.64,112.34,636.58
1239,416,60,1,135.61,6.78,128.83
1240,416,55,3,27.87,0.0,83.61
1241,417,25,3,116.62,0.0,349.86
1242,418,57,1,85.05,0.0,85.05
1243,418,24,2,142.0,28.4,255.6
1244,418,32,2,264.32,52.86,475.78
1245,418,18,3,25.95,15.57,62.28
1246,418,6,2,197.38,0.0,394.76
1247,419,44,1,78.65,7.87,70.78
1248,419,38,3,285.78,128.6,728.74
1249,419,48,3,165.41,0.0,496.23
1250,420,55,2,27.87,0.0,55.74
1251,421,25,3,116.62,52.48,297.38
1252,421,61,2,60.1,24.04,96.16
1253,421,60,3,135.61,40.68,366.15
1254,422,59,1,45.52,2.28,43.24
1255,423,28,3,280.03,42.0,798.09
1256,423,31,1,62.0,3.1,58.9
1257,423,62,1,266.18,53.24,212.94
1258,423,43,1,31.69,0.0,31.69
1259,424,38,1,285.78,42.87,242.91
1260,424,57,3,85.05,51.03,204.12
1261,425,23,3,28.51,0.0,85.53
1262,425,29,2,75.1,30.04,120.16
1263,425,34,3,237.5,0.0,712.5
1264,426,3,3,81.85,0.0,245.55
1265,427,40,1,292.03,0.0,292.03
1266,427,59,2,45.52,13.66,77.38
1267,428,16,1,99.94,0.0,99.94
1268,429,55,3,27.87,8.36,75.25
1269,429,32,1,264.32,52.86,211.46
1270,429,6,3,197.38,0.0,592.14
1271,430,17,2,80.89,0.0,161.78
1272,430,66,3,236.75,0.0,710.25
1273,430,75,2,173.44,69.38,277.5
1274,431,48,2,165.41,49.62,281.2
1275,431,64,2,121.06,24.21,217.91
1276,431,67,3,274.67,41.2,782.81
1277,431,60,3,135.61,20.34,386.49
1278,431,23,2,28.51,0.0,57.02
1279,432,27,1,80.91,0.0,80.91
1280,433,74,3,275.04,0.0,825.12
1281,433,21,1,46.8,9.36,37.44
1282,433,48,1,165.41,0.0,165.41
1283,433,33,2,35.04,7.01,63.07
1284,434,44,2,78.65,0.0,157.3
1285,434,55,2,27.87,0.0,55.74
1286,434,58,2,271.71,27.17,516.25
1287,434,60,1,135.61,0.0,135.61
1288,434,56,2,117.94,0.0,235.88
1289,435,65,3,82.24,0.0,246.72
1290,435,66,2,236.75,0.0,473.5
1291,435,70,1,299.88,0.0,299.88
1292,436,43,2,31.69,9.51,53.87
1293,436,33,3,35.04,21.02,84.1
1294,437,34,2,237.5,23.75,451.25
1295,437,2,3,180.97,108.58,434.33
1296,437,39,3,40.14,0.0,120.42
1297,437,37,2,77.56,23.27,131.85
1298,437,45,3,213.2,127.92,511.68
1299,438,61,3,60.1,18.03,162.27
1300,438,30,3,249.53,149.72,598.87
1301,439,41,1,270.2,13.51,256.69
1302,440,48,1,165.41,16.54,148.87
1303,441,44,2,78.65,23.6,133.7
1304,441,29,2,75.1,30.04,120.16
1305,441,54,3,37.46,11.24,101.14
1306,442,18,1,25.95,0.0,25.95
1307,443,51,2,53.0,0.0,106.0
1308,443,49,2,86.84,0.0,173.68
1309,443,27,2,80.91,16.18,145.64
1310,443,9,2,122.17,36.65,207.69
1311,443,69,2,26.98,0.0,53.96
1312,444,63,2,154.67,0.0,309.34
1313,444,4,1,219.13,0.0,219.13
1314,444,24,2,142.0,42.6,241.4
1315,444,26,3,76.23,0.0,228.69
1316,444,9,2,122.17,0.0,244.34
1317,445,21,2,46.8,4.68,88.92
1318,445,15,3,165.54,0.0,496.62
1319,445,17,2,80.89,32.36,129.42
1320,445,69,1,26.98,0.0,26.98
1321,446,21,3,46.8,21.06,119.34
1322,446,74,3,275.04,41.26,783.86
1323,446,40,2,292.03,0.0,584.06
1324,446,26,1,76.23,0.0,76.23
1325,447,43,3,31.69,0.0,95.07
1326,447,73,3,61.06,0.0,183.18
1327,447,63,2,154.67,46.4,262.94
1328,447,59,2,45.52,0.0,91.04
1329,447,60,3,135.61,81.37,325.46
1330,448,32,2,264.32,79.3,449.34
1331,448,23,1,28.51,4.28,24.23
1332,448,56,3,117.94,0.0,353.82
1333,448,59,2,45.52,13.66,77.38
1334,449,38,3,285.78,0.0,857.34
1335,449,9,2,122.17,0.0,244.34
1336,449,28,1,280.03,28.0,252.03
1337,449,64,2,121.06,12.11,230.01
1338,449,53,2,286.1,0.0,572.2
1339,450,60,2,135.61,0.0,271.22
1340,451,18,2,25.95,7.78,44.12
1341,452,57,2,85.05,34.02,136.08
1342,452,18,2,25.95,10.38,41.52
1343,453,38,3,285.78,128.6,728.74
1344,453,16,2,99.94,0.0,199.88
1345,454,57,1,85.05,0.0,85.05
1346,454,46,3,31.65,0.0,94.95
1347,455,14,3,90.46,0.0,271.38
1348,455,50,1,249.64,49.93,199.71
1349,455,40,2,292.03,116.81,467.25
1350,455,57,1,85.05,0.0,85.05
1351,455,7,2,121.9,0.0,243.8
1352,456,25,1,116.62,23.32,93.3
1353,456,9,3,122.17,0.0,366.51
1354,456,29,3,75.1,0.0,225.3
1355,457,72,3,176.94,26.54,504.28
1356,457,25,2,116.62,0.0,233.24
1357,457,27,1,80.91,0.0,80.91
1358,458,2,2,180.97,0.0,361.94
1359,458,50,1,249.64,37.45,212.19
1360,458,28,2,280.03,84.01,476.05
1361,459,39,3,40.14,0.0,120.42
1362,459,64,2,121.06,0.0,242.12
1363,459,14,3,90.46,0.0,271.38
1364,459,69,3,26.98,12.14,68.8
1365,460,43,3,31.69,19.01,76.06
1366,460,23,3,28.51,0.0,85.53
1367,461,49,3,86.84,39.08,221.44
1368,461,66,1,236.75,0.0,236.75
1369,461,30,1,249.53,24.95,224.58
1370,461,65,1,82.24,0.0,82.24
1371,462,8,1,267.72,0.0,267.72
1372,463,31,3,62.0,18.6,167.4
1373,464,6,3,197.38,118.43,473.71
1374,464,67,2,274.67,109.87,439.47
1375,464,54,1,37.46,0.0,37.46
1376,465,29,3,75.1,0.0,225.3
